LVMAMI, G, 0, -inf, -inf, inf
D7D114, B, 4, -4, -6, 1
O4CNQU, G, 3, -4, -6, -4
D7D114, O, 4, 0, -6, -4
O4CNQU, G, 3, -4, -6, -4
D7D114, R, 4, 0, -6, -4
O4CNQU, G, 3, -4, -6, -4
D7D114, Y, 4, 1, -6, -4
O4CNQU, G, 3, -4, -6, -4
METYNL, B, 4, -4, -6, -4
O4CNQU, G, 3, -4, -6, -4
METYNL, O, 4, 0, -6, -4
O4CNQU, G, 3, -4, -6, -4
METYNL, P, 4, -11, -6, -4
O4CNQU, G, 3, -11, -6, -4
KP3JSP, P, 2, -6, -6, 1
O4CNQU, O, 3, inf, -6, 1
D7D114, B, 4, 1, -6, 1
O4CNQU, O, 3, 1, -6, 1
D7D114, G, 4, 4, -6, 1
O4CNQU, O, 3, 1, -6, 1
D7D114, R, 4, 5, -6, 1
O4CNQU, O, 3, 1, -6, 1
D7D114, Y, 4, 6, -6, 1
O4CNQU, O, 3, 1, -6, 1
METYNL, B, 4, 1, -6, 1
O4CNQU, O, 3, 1, -6, 1
METYNL, G, 4, 4, -6, 1
O4CNQU, O, 3, 1, -6, 1
METYNL, P, 4, -6, -6, 1
O4CNQU, O, 3, -6, -6, 1
KP3JSP, P, 2, -6, -6, 1
O4CNQU, P, 3, inf, -6, 1
D7D114, B, 4, 0, -6, 1
O4CNQU, P, 3, 0, -6, 0
D7D114, G, 4, 3, -6, 0
O4CNQU, P, 3, 0, -6, 0
D7D114, O, 4, 4, -6, 0
O4CNQU, P, 3, 0, -6, 0
D7D114, R, 4, 4, -6, 0
O4CNQU, P, 3, 0, -6, 0
D7D114, Y, 4, 5, -6, 0
O4CNQU, P, 3, 0, -6, 0
METYNL, B, 4, 0, -6, 0
O4CNQU, P, 3, 0, -6, 0
METYNL, G, 4, 3, -6, 0
O4CNQU, P, 3, 0, -6, 0
METYNL, O, 4, 4, -6, 0
O4CNQU, P, 3, 0, -6, 0
METYNL, R, 4, 4, -6, 0
O4CNQU, P, 3, 0, -6, 0
METYNL, Y, 4, 5, -6, 0
O4CNQU, P, 3, 0, -6, 0
NM911U, B, 4, 0, -6, 0
O4CNQU, P, 3, 0, -6, 0
NM911U, O, 4, 4, -6, 0
O4CNQU, P, 3, 0, -6, 0
NM911U, P, 4, -7, -6, 0
O4CNQU, P, 3, -7, -6, 0
KP3JSP, P, 2, -6, -6, 1
O4CNQU, R, 3, inf, -6, 1
D7D114, B, 4, -2, -6, 1
O4CNQU, R, 3, -2, -6, -2
D7D114, G, 4, 1, -6, -2
O4CNQU, R, 3, -2, -6, -2
D7D114, O, 4, 2, -6, -2
O4CNQU, R, 3, -2, -6, -2
D7D114, Y, 4, 3, -6, -2
O4CNQU, R, 3, -2, -6, -2
METYNL, B, 4, -2, -6, -2
O4CNQU, R, 3, -2, -6, -2
METYNL, G, 4, 1, -6, -2
O4CNQU, R, 3, -2, -6, -2
METYNL, O, 4, 2, -6, -2
O4CNQU, R, 3, -2, -6, -2
METYNL, P, 4, -9, -6, -2
O4CNQU, R, 3, -9, -6, -2
KP3JSP, P, 2, -6, -6, 1
O4CNQU, Y, 3, inf, -6, 1
D7D114, B, 4, -9, -6, 1
O4CNQU, Y, 3, -9, -6, 1
KP3JSP, P, 2, -6, -6, 1
OS4JN0, O, 3, inf, -6, 1
0LLBL6, B, 4, 1, -6, 1
OS4JN0, O, 3, 1, -6, 1
0LLBL6, G, 4, 4, -6, 1
OS4JN0, O, 3, 1, -6, 1
0LLBL6, P, 4, -6, -6, 1
OS4JN0, O, 3, -6, -6, 1
KP3JSP, P, 2, -6, -6, 1
OS4JN0, P, 3, inf, -6, 1
0LLBL6, B, 4, 0, -6, 1
OS4JN0, P, 3, 0, -6, 0
0LLBL6, G, 4, 3, -6, 0
OS4JN0, P, 3, 0, -6, 0
0LLBL6, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
0LLBL6, R, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
0LLBL6, Y, 4, 5, -6, 0
OS4JN0, P, 3, 0, -6, 0
4B7VN5, B, 4, 0, -6, 0
OS4JN0, P, 3, 0, -6, 0
4B7VN5, G, 4, 3, -6, 0
OS4JN0, P, 3, 0, -6, 0
4B7VN5, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
4B7VN5, R, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
4B7VN5, Y, 4, 5, -6, 0
OS4JN0, P, 3, 0, -6, 0
COPC81, B, 4, 0, -6, 0
OS4JN0, P, 3, 0, -6, 0
COPC81, G, 4, 3, -6, 0
OS4JN0, P, 3, 0, -6, 0
COPC81, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
COPC81, R, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
COPC81, Y, 4, 5, -6, 0
OS4JN0, P, 3, 0, -6, 0
D7D114, B, 4, 0, -6, 0
OS4JN0, P, 3, 0, -6, 0
D7D114, G, 4, 3, -6, 0
OS4JN0, P, 3, 0, -6, 0
D7D114, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
D7D114, R, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
D7D114, Y, 4, 5, -6, 0
OS4JN0, P, 3, 0, -6, 0
METYNL, B, 4, 0, -6, 0
OS4JN0, P, 3, 0, -6, 0
METYNL, G, 4, 3, -6, 0
OS4JN0, P, 3, 0, -6, 0
METYNL, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
METYNL, R, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
METYNL, Y, 4, 5, -6, 0
OS4JN0, P, 3, 0, -6, 0
NM911U, B, 4, 0, -6, 0
OS4JN0, P, 3, 0, -6, 0
NM911U, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
NM911U, R, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
NM911U, Y, 4, 5, -6, 0
OS4JN0, P, 3, 0, -6, 0
O4CNQU, G, 4, 3, -6, 0
OS4JN0, P, 3, 0, -6, 0
O4CNQU, O, 4, 4, -6, 0
OS4JN0, P, 3, 0, -6, 0
O4CNQU, P, 4, -7, -6, 0
OS4JN0, P, 3, -7, -6, 0
KP3JSP, P, 2, -6, -6, 1
OS4JN0, R, 3, inf, -6, 1
0LLBL6, B, 4, -2, -6, 1
OS4JN0, R, 3, -2, -6, -2
0LLBL6, G, 4, 1, -6, -2
OS4JN0, R, 3, -2, -6, -2
0LLBL6, O, 4, 2, -6, -2
OS4JN0, R, 3, -2, -6, -2
0LLBL6, P, 4, -9, -6, -2
OS4JN0, R, 3, -9, -6, -2
KP3JSP, P, 2, -6, -6, 1
OS4JN0, Y, 3, inf, -6, 1
0LLBL6, B, 4, -9, -6, 1
OS4JN0, Y, 3, -9, -6, 1
KP3JSP, P, 2, -6, -6, 1
PUUAOM, B, 3, inf, -6, 1
COPC81, G, 4, 3, -6, 1
PUUAOM, B, 3, 3, -6, 1
COPC81, O, 4, 4, -6, 1
PUUAOM, B, 3, 3, -6, 1
COPC81, P, 4, -7, -6, 1
PUUAOM, B, 3, -7, -6, 1
KP3JSP, P, 2, -6, -6, 1
PUUAOM, O, 3, inf, -6, 1
COPC81, B, 4, 1, -6, 1
PUUAOM, O, 3, 1, -6, 1
COPC81, G, 4, 4, -6, 1
PUUAOM, O, 3, 1, -6, 1
COPC81, P, 4, -6, -6, 1
PUUAOM, O, 3, -6, -6, 1
KP3JSP, P, 2, -6, -6, 1
PUUAOM, P, 3, inf, -6, 1
COPC81, B, 4, 0, -6, 1
PUUAOM, P, 3, 0, -6, 0
COPC81, G, 4, 3, -6, 0
PUUAOM, P, 3, 0, -6, 0
COPC81, O, 4, 4, -6, 0
PUUAOM, P, 3, 0, -6, 0
COPC81, R, 4, 4, -6, 0
PUUAOM, P, 3, 0, -6, 0
COPC81, Y, 4, 5, -6, 0
PUUAOM, P, 3, 0, -6, 0
D7D114, B, 4, 0, -6, 0
PUUAOM, P, 3, 0, -6, 0
D7D114, G, 4, 3, -6, 0
PUUAOM, P, 3, 0, -6, 0
D7D114, O, 4, 4, -6, 0
PUUAOM, P, 3, 0, -6, 0
D7D114, R, 4, 4, -6, 0
PUUAOM, P, 3, 0, -6, 0
D7D114, Y, 4, 5, -6, 0
PUUAOM, P, 3, 0, -6, 0
NM911U, B, 4, 0, -6, 0
PUUAOM, P, 3, 0, -6, 0
NM911U, O, 4, 4, -6, 0
PUUAOM, P, 3, 0, -6, 0
NM911U, P, 4, -7, -6, 0
PUUAOM, P, 3, -7, -6, 0
KP3JSP, P, 2, -6, -6, 1
PUUAOM, R, 3, inf, -6, 1
COPC81, B, 4, -2, -6, 1
PUUAOM, R, 3, -2, -6, -2
COPC81, G, 4, 1, -6, -2
PUUAOM, R, 3, -2, -6, -2
COPC81, O, 4, 2, -6, -2
PUUAOM, R, 3, -2, -6, -2
COPC81, P, 4, -9, -6, -2
PUUAOM, R, 3, -9, -6, -2
KP3JSP, P, 2, -6, -6, 1
PUUAOM, Y, 3, inf, -6, 1
COPC81, B, 4, -9, -6, 1
PUUAOM, Y, 3, -9, -6, 1
KP3JSP, P, 2, -6, -6, 1
S7OMXL, G, 3, inf, -6, 1
D7D114, B, 4, -4, -6, 1
S7OMXL, G, 3, -4, -6, -4
D7D114, G, 4, -1, -6, -4
S7OMXL, G, 3, -4, -6, -4
D7D114, O, 4, 0, -6, -4
S7OMXL, G, 3, -4, -6, -4
D7D114, R, 4, 0, -6, -4
S7OMXL, G, 3, -4, -6, -4
D7D114, Y, 4, 1, -6, -4
S7OMXL, G, 3, -4, -6, -4
NM911U, B, 4, -4, -6, -4
S7OMXL, G, 3, -4, -6, -4
NM911U, O, 4, 0, -6, -4
S7OMXL, G, 3, -4, -6, -4
NM911U, P, 4, -11, -6, -4
S7OMXL, G, 3, -11, -6, -4
KP3JSP, P, 2, -6, -6, 1
S7OMXL, O, 3, inf, -6, 1
D7D114, B, 4, 1, -6, 1
S7OMXL, O, 3, 1, -6, 1
D7D114, G, 4, 4, -6, 1
S7OMXL, O, 3, 1, -6, 1
D7D114, O, 4, 5, -6, 1
S7OMXL, O, 3, 1, -6, 1
D7D114, R, 4, 5, -6, 1
S7OMXL, O, 3, 1, -6, 1
D7D114, Y, 4, 6, -6, 1
S7OMXL, O, 3, 1, -6, 1
NM911U, B, 4, 1, -6, 1
S7OMXL, O, 3, 1, -6, 1
NM911U, O, 4, 5, -6, 1
S7OMXL, O, 3, 1, -6, 1
NM911U, P, 4, -6, -6, 1
S7OMXL, O, 3, -6, -6, 1
KP3JSP, P, 2, -6, -6, 1
S7OMXL, R, 3, inf, -6, 1
D7D114, B, 4, -2, -6, 1
S7OMXL, R, 3, -2, -6, -2
D7D114, G, 4, 1, -6, -2
S7OMXL, R, 3, -2, -6, -2
D7D114, O, 4, 2, -6, -2
S7OMXL, R, 3, -2, -6, -2
D7D114, R, 4, 2, -6, -2
S7OMXL, R, 3, -2, -6, -2
D7D114, Y, 4, 3, -6, -2
S7OMXL, R, 3, -2, -6, -2
NM911U, B, 4, -2, -6, -2
S7OMXL, R, 3, -2, -6, -2
NM911U, O, 4, 2, -6, -2
S7OMXL, R, 3, -2, -6, -2
NM911U, P, 4, -9, -6, -2
S7OMXL, R, 3, -9, -6, -2
KP3JSP, P, 2, -6, -6, 1
S7OMXL, Y, 3, inf, -6, 1
D7D114, B, 4, -9, -6, 1
S7OMXL, Y, 3, -9, -6, 1
KP3JSP, P, 2, -6, -6, 1
WPZNJO, B, 3, inf, -6, 1
0LLBL6, G, 4, 3, -6, 1
WPZNJO, B, 3, 3, -6, 1
0LLBL6, O, 4, 4, -6, 1
WPZNJO, B, 3, 3, -6, 1
0LLBL6, P, 4, -7, -6, 1
WPZNJO, B, 3, -7, -6, 1
KP3JSP, P, 2, -6, -6, 1
WPZNJO, O, 3, inf, -6, 1
0LLBL6, B, 4, 1, -6, 1
WPZNJO, O, 3, 1, -6, 1
0LLBL6, G, 4, 4, -6, 1
WPZNJO, O, 3, 1, -6, 1
0LLBL6, P, 4, -6, -6, 1
WPZNJO, O, 3, -6, -6, 1
KP3JSP, P, 2, -6, -6, 1
WPZNJO, R, 3, inf, -6, 1
0LLBL6, B, 4, -2, -6, 1
WPZNJO, R, 3, -2, -6, -2
0LLBL6, G, 4, 1, -6, -2
WPZNJO, R, 3, -2, -6, -2
0LLBL6, O, 4, 2, -6, -2
WPZNJO, R, 3, -2, -6, -2
0LLBL6, P, 4, -9, -6, -2
WPZNJO, R, 3, -9, -6, -2
KP3JSP, P, 2, -6, -6, 1
WPZNJO, Y, 3, inf, -6, 1
0LLBL6, B, 4, -9, -6, 1
WPZNJO, Y, 3, -9, -6, 1
KP3JSP, P, 2, -6, -6, 1
EM53QA, B, 1, -6, -inf, -6
KP3JSP, R, 2, -inf, -inf, -6
D7D114, B, 3, inf, -inf, -6
NM911U, O, 4, 15, -inf, -6
D7D114, B, 3, 15, -inf, -6
NM911U, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
NM911U, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
NM911U, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, G, 4, 14, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, G, 4, 14, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, B, 4, 11, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
KP3JSP, R, 2, 4, -inf, -6
EM53QA, B, 1, -6, -inf, -6
KP3JSP, Y, 2, -inf, -inf, -6
D7D114, B, 3, inf, -inf, -6
NM911U, O, 4, 16, -inf, -6
D7D114, B, 3, 16, -inf, -6
NM911U, P, 4, 5, -inf, -6
D7D114, B, 3, 5, -inf, -6
NM911U, R, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
NM911U, Y, 4, 17, -inf, -6
D7D114, B, 3, 5, -inf, -6
O4CNQU, G, 4, 15, -inf, -6
D7D114, B, 3, 5, -inf, -6
O4CNQU, O, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
O4CNQU, P, 4, 5, -inf, -6
D7D114, B, 3, 5, -inf, -6
O4CNQU, R, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
O4CNQU, Y, 4, 17, -inf, -6
D7D114, B, 3, 5, -inf, -6
OS4JN0, O, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
OS4JN0, P, 4, 5, -inf, -6
D7D114, B, 3, 5, -inf, -6
OS4JN0, R, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
OS4JN0, Y, 4, 17, -inf, -6
D7D114, B, 3, 5, -inf, -6
PUUAOM, O, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
PUUAOM, P, 4, 5, -inf, -6
D7D114, B, 3, 5, -inf, -6
PUUAOM, R, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
PUUAOM, Y, 4, 17, -inf, -6
D7D114, B, 3, 5, -inf, -6
S7OMXL, G, 4, 15, -inf, -6
D7D114, B, 3, 5, -inf, -6
S7OMXL, O, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
S7OMXL, P, 4, 5, -inf, -6
D7D114, B, 3, 5, -inf, -6
S7OMXL, R, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
WPZNJO, B, 4, 12, -inf, -6
D7D114, B, 3, 5, -inf, -6
WPZNJO, O, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
WPZNJO, P, 4, 5, -inf, -6
D7D114, B, 3, 5, -inf, -6
WPZNJO, R, 4, 16, -inf, -6
D7D114, B, 3, 5, -inf, -6
KP3JSP, Y, 2, 5, -inf, -6
EM53QA, B, 1, -6, -inf, -6
NM911U, B, 2, -inf, -inf, -6
D7D114, G, 3, inf, -inf, -6
KP3JSP, B, 4, 3, -inf, -6
D7D114, G, 3, 3, -inf, -6
KP3JSP, O, 4, 7, -inf, -6
D7D114, G, 3, 3, -inf, -6
KP3JSP, P, 4, -4, -inf, -6
D7D114, G, 3, -4, -inf, -6
KP3JSP, R, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
KP3JSP, Y, 4, 8, -inf, -6
D7D114, G, 3, -4, -inf, -6
O4CNQU, O, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
O4CNQU, P, 4, -4, -inf, -6
D7D114, G, 3, -4, -inf, -6
O4CNQU, R, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
O4CNQU, Y, 4, 8, -inf, -6
D7D114, G, 3, -4, -inf, -6
OS4JN0, O, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
OS4JN0, P, 4, -4, -inf, -6
D7D114, G, 3, -4, -inf, -6
OS4JN0, R, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
OS4JN0, Y, 4, 8, -inf, -6
D7D114, G, 3, -4, -inf, -6
PUUAOM, B, 4, 3, -inf, -6
D7D114, G, 3, -4, -inf, -6
PUUAOM, O, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
PUUAOM, P, 4, -4, -inf, -6
D7D114, G, 3, -4, -inf, -6
PUUAOM, R, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
PUUAOM, Y, 4, 8, -inf, -6
D7D114, G, 3, -4, -inf, -6
S7OMXL, G, 4, 6, -inf, -6
D7D114, G, 3, -4, -inf, -6
S7OMXL, O, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
S7OMXL, P, 4, -4, -inf, -6
D7D114, G, 3, -4, -inf, -6
S7OMXL, R, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
S7OMXL, Y, 4, 8, -inf, -6
D7D114, G, 3, -4, -inf, -6
WPZNJO, B, 4, 3, -inf, -6
D7D114, G, 3, -4, -inf, -6
WPZNJO, O, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
WPZNJO, P, 4, -4, -inf, -6
D7D114, G, 3, -4, -inf, -6
WPZNJO, R, 4, 7, -inf, -6
D7D114, G, 3, -4, -inf, -6
WPZNJO, Y, 4, 8, -inf, -6
D7D114, G, 3, -4, -inf, -6
NM911U, B, 2, -4, -inf, -6
EM53QA, B, 1, -6, -inf, -6
NM911U, O, 2, -inf, -inf, -6
D7D114, B, 3, inf, -inf, -6
KP3JSP, O, 4, 15, -inf, -6
D7D114, B, 3, 15, -inf, -6
KP3JSP, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
KP3JSP, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
KP3JSP, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, G, 4, 14, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
OS4JN0, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
PUUAOM, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, G, 4, 14, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
S7OMXL, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, B, 4, 11, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
WPZNJO, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
NM911U, O, 2, 4, -inf, -6
EM53QA, B, 1, -6, -inf, -6
NM911U, P, 2, -inf, -inf, -6
D7D114, B, 3, inf, -inf, -6
KP3JSP, O, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
KP3JSP, P, 4, -7, -inf, -6
D7D114, B, 3, -7, -inf, -7
KP3JSP, R, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
KP3JSP, Y, 4, 5, -inf, -7
D7D114, B, 3, -7, -inf, -7
O4CNQU, G, 4, 3, -inf, -7
D7D114, B, 3, -7, -inf, -7
O4CNQU, O, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
O4CNQU, P, 4, -7, -inf, -7
D7D114, B, 3, -7, -inf, -7
O4CNQU, R, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
O4CNQU, Y, 4, 5, -inf, -7
D7D114, B, 3, -7, -inf, -7
OS4JN0, O, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
OS4JN0, R, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
OS4JN0, Y, 4, 5, -inf, -7
D7D114, B, 3, -7, -inf, -7
PUUAOM, O, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
PUUAOM, P, 4, -7, -inf, -7
D7D114, B, 3, -7, -inf, -7
PUUAOM, R, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
PUUAOM, Y, 4, 5, -inf, -7
D7D114, B, 3, -7, -inf, -7
S7OMXL, G, 4, 3, -inf, -7
D7D114, B, 3, -7, -inf, -7
S7OMXL, O, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
S7OMXL, P, 4, -7, -inf, -7
D7D114, B, 3, -7, -inf, -7
S7OMXL, R, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
S7OMXL, Y, 4, 5, -inf, -7
D7D114, B, 3, -7, -inf, -7
WPZNJO, B, 4, 0, -inf, -7
D7D114, B, 3, -7, -inf, -7
WPZNJO, O, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
WPZNJO, P, 4, -7, -inf, -7
D7D114, B, 3, -7, -inf, -7
WPZNJO, R, 4, 4, -inf, -7
D7D114, B, 3, -7, -inf, -7
WPZNJO, Y, 4, 5, -inf, -7
D7D114, B, 3, -7, -inf, -7
NM911U, P, 2, -7, -7, -6
D7D114, G, 3, inf, -7, -6
KP3JSP, B, 4, -4, -7, -6
D7D114, G, 3, -4, -7, -6
KP3JSP, O, 4, 0, -7, -6
D7D114, G, 3, -4, -7, -6
KP3JSP, P, 4, -11, -7, -6
D7D114, G, 3, -11, -7, -6
NM911U, P, 2, -7, -7, -6
D7D114, O, 3, inf, -7, -6
KP3JSP, B, 4, 1, -7, -6
D7D114, O, 3, 1, -7, -6
KP3JSP, P, 4, -6, -7, -6
D7D114, O, 3, -6, -7, -6
KP3JSP, R, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
KP3JSP, Y, 4, 6, -7, -6
D7D114, O, 3, -6, -7, -6
O4CNQU, G, 4, 4, -7, -6
D7D114, O, 3, -6, -7, -6
O4CNQU, P, 4, -6, -7, -6
D7D114, O, 3, -6, -7, -6
O4CNQU, R, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
O4CNQU, Y, 4, 6, -7, -6
D7D114, O, 3, -6, -7, -6
OS4JN0, O, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
OS4JN0, R, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
OS4JN0, Y, 4, 6, -7, -6
D7D114, O, 3, -6, -7, -6
PUUAOM, B, 4, 1, -7, -6
D7D114, O, 3, -6, -7, -6
PUUAOM, P, 4, -6, -7, -6
D7D114, O, 3, -6, -7, -6
PUUAOM, R, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
PUUAOM, Y, 4, 6, -7, -6
D7D114, O, 3, -6, -7, -6
S7OMXL, G, 4, 4, -7, -6
D7D114, O, 3, -6, -7, -6
S7OMXL, O, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
S7OMXL, P, 4, -6, -7, -6
D7D114, O, 3, -6, -7, -6
S7OMXL, R, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
S7OMXL, Y, 4, 6, -7, -6
D7D114, O, 3, -6, -7, -6
WPZNJO, B, 4, 1, -7, -6
D7D114, O, 3, -6, -7, -6
WPZNJO, O, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
WPZNJO, P, 4, -6, -7, -6
D7D114, O, 3, -6, -7, -6
WPZNJO, R, 4, 5, -7, -6
D7D114, O, 3, -6, -7, -6
WPZNJO, Y, 4, 6, -7, -6
D7D114, O, 3, -6, -7, -6
NM911U, P, 2, -6, -7, -6
EM53QA, B, 1, -6, -inf, -6
NM911U, R, 2, -inf, -inf, -6
D7D114, B, 3, inf, -inf, -6
KP3JSP, O, 4, 15, -inf, -6
D7D114, B, 3, 15, -inf, -6
KP3JSP, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
KP3JSP, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
KP3JSP, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, G, 4, 14, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, O, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, P, 4, 4, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, R, 4, 15, -inf, -6
D7D114, B, 3, 4, -inf, -6
O4CNQU, Y, 4, 16, -inf, -6
D7D114, B, 3, 4, -inf, -6
