LL8ENE, G, 0, -inf, -inf, inf
M8HDRJ, G, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
M8HDRJ, G, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
M8HDRJ, G, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
M8HDRJ, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
M8HDRJ, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
M8HDRJ, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
NJ5QCS, B, 3, inf, 2, 9
8R6FXF, G, 4, -2, 2, 9
NJ5QCS, B, 3, -2, 2, 9
31Z0WX, R, 2, 2, 2, 9
NJ5QCS, R, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
NJ5QCS, R, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
NJ5QCS, R, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
NJ5QCS, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
NJ5QCS, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
NJ5QCS, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
QCVGNN, B, 3, inf, 2, 9
8R6FXF, G, 4, -2, 2, 9
QCVGNN, B, 3, -2, 2, 9
31Z0WX, R, 2, 2, 2, 9
QCVGNN, G, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
QCVGNN, G, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
QCVGNN, G, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
QCVGNN, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
QCVGNN, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
QCVGNN, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
S6712X, B, 3, inf, 2, 9
8R6FXF, G, 4, -2, 2, 9
S6712X, B, 3, -2, 2, 9
31Z0WX, R, 2, 2, 2, 9
S6712X, G, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
S6712X, G, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
S6712X, G, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
S6712X, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
S6712X, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
S6712X, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
STE00G, B, 3, inf, 2, 9
8R6FXF, G, 4, -2, 2, 9
STE00G, B, 3, -2, 2, 9
31Z0WX, R, 2, 2, 2, 9
STE00G, G, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
STE00G, G, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
STE00G, G, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
STE00G, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
STE00G, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
STE00G, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
TWGO8A, G, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
TWGO8A, G, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
TWGO8A, G, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
TWGO8A, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
TWGO8A, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
TWGO8A, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
US40UL, R, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
US40UL, R, 3, 6, 2, 6
8R6FXF, Y, 4, 3, 2, 6
US40UL, R, 3, 3, 2, 3
9CY2PD, B, 4, -1, 2, 3
US40UL, R, 3, -1, 2, 3
31Z0WX, R, 2, 2, 2, 9
US40UL, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
US40UL, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
US40UL, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
W61GK1, G, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
W61GK1, G, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
W61GK1, G, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
W61GK1, R, 3, inf, 2, 9
8R6FXF, G, 4, 6, 2, 9
W61GK1, R, 3, 6, 2, 6
8R6FXF, R, 4, -1, 2, 6
W61GK1, R, 3, -1, 2, 6
31Z0WX, R, 2, 2, 2, 9
W61GK1, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
W61GK1, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
W61GK1, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
XI2AYM, B, 3, inf, 2, 9
8R6FXF, G, 4, -2, 2, 9
XI2AYM, B, 3, -2, 2, 9
31Z0WX, R, 2, 2, 2, 9
XI2AYM, Y, 3, inf, 2, 9
8R6FXF, G, 4, 9, 2, 9
XI2AYM, Y, 3, 9, 2, 9
8R6FXF, R, 4, 2, 2, 9
XI2AYM, Y, 3, 2, 2, 9
31Z0WX, R, 2, 2, 2, 9
7MBB7Q, B, 1, 2, -inf, 2
31Z0WX, Y, 2, -inf, -inf, 2
8R6FXF, G, 3, inf, -inf, 2
9CY2PD, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
9CY2PD, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
9UVODX, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
9UVODX, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
DNW5WH, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
DNW5WH, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
DNW5WH, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
ECOZUU, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
ECOZUU, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
ECOZUU, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
GJ9DGA, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
GJ9DGA, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
GJ9DGA, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
KT9A9E, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
KT9A9E, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
LE239A, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
LE239A, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
M8HDRJ, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
M8HDRJ, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
NJ5QCS, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
NJ5QCS, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
NJ5QCS, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
QCVGNN, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
QCVGNN, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
QCVGNN, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
S6712X, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
S6712X, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
S6712X, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
STE00G, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
STE00G, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
STE00G, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
TWGO8A, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
TWGO8A, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
US40UL, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
US40UL, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
W61GK1, G, 4, 10, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
W61GK1, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
W61GK1, Y, 4, 7, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
XI2AYM, B, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
XI2AYM, R, 4, 3, -inf, 2
8R6FXF, G, 3, 3, -inf, 2
31Z0WX, Y, 2, 3, -inf, 2
7MBB7Q, B, 1, 2, -inf, 2
8R6FXF, G, 2, -inf, -inf, 2
31Z0WX, G, 3, inf, -inf, 2
9CY2PD, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
9CY2PD, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
9UVODX, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
9UVODX, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
9UVODX, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
DNW5WH, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
DNW5WH, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
DNW5WH, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
ECOZUU, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
ECOZUU, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
ECOZUU, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
GJ9DGA, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
GJ9DGA, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
GJ9DGA, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
KT9A9E, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
KT9A9E, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
KT9A9E, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
LE239A, G, 4, 13, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
LE239A, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
M8HDRJ, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
M8HDRJ, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
NJ5QCS, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
NJ5QCS, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
NJ5QCS, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
QCVGNN, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
QCVGNN, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
QCVGNN, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
S6712X, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
S6712X, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
S6712X, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
STE00G, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
STE00G, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
STE00G, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
TWGO8A, G, 4, 13, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
TWGO8A, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
US40UL, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
US40UL, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
W61GK1, G, 4, 13, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
W61GK1, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
W61GK1, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
XI2AYM, B, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
XI2AYM, R, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
XI2AYM, Y, 4, 10, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
8R6FXF, G, 2, 6, -inf, 2
7MBB7Q, B, 1, 2, -inf, 2
8R6FXF, R, 2, -inf, -inf, 2
31Z0WX, G, 3, inf, -inf, 2
9CY2PD, B, 4, -1, -inf, 2
31Z0WX, G, 3, -1, -inf, -1
9CY2PD, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9CY2PD, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9UVODX, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9UVODX, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
DNW5WH, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
DNW5WH, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
DNW5WH, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
ECOZUU, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
ECOZUU, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
ECOZUU, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
GJ9DGA, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
GJ9DGA, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
GJ9DGA, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
KT9A9E, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
KT9A9E, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
LE239A, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
LE239A, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
M8HDRJ, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
M8HDRJ, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
NJ5QCS, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
NJ5QCS, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
NJ5QCS, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
QCVGNN, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
QCVGNN, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
QCVGNN, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
S6712X, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
S6712X, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
S6712X, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
STE00G, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
STE00G, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
STE00G, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
TWGO8A, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
TWGO8A, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
US40UL, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
W61GK1, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
W61GK1, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
W61GK1, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
XI2AYM, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
XI2AYM, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
8R6FXF, R, 2, -1, -1, 2
31Z0WX, R, 3, inf, -1, 2
9CY2PD, B, 4, -1, -1, 2
31Z0WX, R, 3, -1, -1, 2
8R6FXF, R, 2, -1, -1, 2
31Z0WX, Y, 3, inf, -1, 2
9CY2PD, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
9CY2PD, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
9CY2PD, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
9UVODX, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
9UVODX, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
DNW5WH, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
DNW5WH, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
DNW5WH, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
ECOZUU, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
ECOZUU, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
ECOZUU, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
GJ9DGA, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
GJ9DGA, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
GJ9DGA, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
KT9A9E, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
LE239A, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
LE239A, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
M8HDRJ, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
M8HDRJ, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
NJ5QCS, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
NJ5QCS, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
NJ5QCS, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
QCVGNN, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
QCVGNN, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
QCVGNN, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
S6712X, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
S6712X, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
S6712X, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
STE00G, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
STE00G, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
STE00G, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
TWGO8A, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
TWGO8A, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
US40UL, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
W61GK1, G, 4, 9, -1, 2
31Z0WX, Y, 3, 2, -1, 2
W61GK1, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
W61GK1, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
XI2AYM, B, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
8R6FXF, R, 2, 2, -1, 2
7MBB7Q, B, 1, 2, -inf, 2
8R6FXF, Y, 2, -inf, -inf, 2
31Z0WX, G, 3, inf, -inf, 2
9CY2PD, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
9CY2PD, G, 4, 10, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
9UVODX, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
9UVODX, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
DNW5WH, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
DNW5WH, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
DNW5WH, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
ECOZUU, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
ECOZUU, G, 4, 10, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
ECOZUU, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
GJ9DGA, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
GJ9DGA, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
GJ9DGA, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
KT9A9E, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
KT9A9E, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
LE239A, G, 4, 10, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
LE239A, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
M8HDRJ, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
M8HDRJ, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
NJ5QCS, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
NJ5QCS, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
NJ5QCS, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
QCVGNN, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
QCVGNN, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
QCVGNN, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
S6712X, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
S6712X, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
S6712X, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
STE00G, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
STE00G, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
STE00G, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
TWGO8A, G, 4, 10, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
TWGO8A, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
US40UL, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
W61GK1, G, 4, 10, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
W61GK1, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
W61GK1, Y, 4, 7, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
XI2AYM, B, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
XI2AYM, R, 4, 3, -inf, 2
31Z0WX, G, 3, 3, -inf, 2
8R6FXF, Y, 2, 3, -inf, 2
7MBB7Q, B, 1, 2, -inf, 2
9CY2PD, B, 2, -inf, -inf, 2
31Z0WX, G, 3, inf, -inf, 2
8R6FXF, G, 4, 6, -inf, 2
31Z0WX, G, 3, 6, -inf, 2
8R6FXF, R, 4, -1, -inf, 2
31Z0WX, G, 3, -1, -inf, -1
8R6FXF, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9UVODX, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9UVODX, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9UVODX, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
DNW5WH, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
DNW5WH, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
DNW5WH, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
GJ9DGA, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
GJ9DGA, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
GJ9DGA, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
KT9A9E, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
KT9A9E, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
KT9A9E, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
LE239A, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
LE239A, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
M8HDRJ, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
M8HDRJ, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
NJ5QCS, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
NJ5QCS, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
QCVGNN, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
QCVGNN, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
S6712X, B, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
S6712X, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
S6712X, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
STE00G, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
STE00G, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
TWGO8A, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
TWGO8A, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
US40UL, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
US40UL, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
W61GK1, G, 4, 6, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
W61GK1, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
W61GK1, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
XI2AYM, R, 4, -1, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
XI2AYM, Y, 4, 3, -inf, -1
31Z0WX, G, 3, -1, -inf, -1
9CY2PD, B, 2, -1, -1, 2
31Z0WX, R, 3, inf, -1, 2
8R6FXF, G, 4, 6, -1, 2
31Z0WX, R, 3, 6, -1, 2
8R6FXF, R, 4, -1, -1, 2
31Z0WX, R, 3, -1, -1, 2
9CY2PD, B, 2, -1, -1, 2
31Z0WX, Y, 3, inf, -1, 2
8R6FXF, G, 4, 9, -1, 2
31Z0WX, Y, 3, 9, -1, 2
8R6FXF, R, 4, 2, -1, 2
31Z0WX, Y, 3, 2, -1, 2
8R6FXF, Y, 4, 6, -1, 2
31Z0WX, Y, 3, 2, -1, 2
9UVODX, B, 4, 2, -1, 2
