39KZHL, G, 0, -inf, -inf, inf
ALDU5F, G, 3, -14, -inf, -14
ZWHEJ4, Y, 4, -14, -inf, -14
ALDU5F, G, 3, -14, -inf, -14
89OO3B, O, 2, -14, -14, 3
ALDU5F, O, 3, inf, -14, 3
F3HQ9T, B, 4, -8, -14, 3
ALDU5F, O, 3, -8, -14, -8
F3HQ9T, O, 4, -12, -14, -8
ALDU5F, O, 3, -12, -14, -12
F3HQ9T, P, 4, -9, -14, -12
ALDU5F, O, 3, -12, -14, -12
F3HQ9T, R, 4, -13, -14, -12
ALDU5F, O, 3, -13, -14, -13
F3HQ9T, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
I6XTP9, B, 4, -8, -14, -13
ALDU5F, O, 3, -13, -14, -13
I6XTP9, G, 4, -1, -14, -13
ALDU5F, O, 3, -13, -14, -13
I6XTP9, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
I6XTP9, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
I6XTP9, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
J3S4LL, B, 4, -8, -14, -13
ALDU5F, O, 3, -13, -14, -13
J3S4LL, G, 4, -1, -14, -13
ALDU5F, O, 3, -13, -14, -13
J3S4LL, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
J3S4LL, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
RIGQBQ, G, 4, -1, -14, -13
ALDU5F, O, 3, -13, -14, -13
RIGQBQ, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
RIGQBQ, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
RIGQBQ, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
S9OGAW, B, 4, -8, -14, -13
ALDU5F, O, 3, -13, -14, -13
S9OGAW, O, 4, -12, -14, -13
ALDU5F, O, 3, -13, -14, -13
S9OGAW, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
S9OGAW, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
S9OGAW, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
T0YVAQ, B, 4, -8, -14, -13
ALDU5F, O, 3, -13, -14, -13
T0YVAQ, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
T0YVAQ, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
T0YVAQ, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
U1DPGK, O, 4, -12, -14, -13
ALDU5F, O, 3, -13, -14, -13
U1DPGK, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
U1DPGK, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
U1DPGK, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
U6W77E, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
U6W77E, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
U6W77E, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
ZWHEJ4, G, 4, -1, -14, -13
ALDU5F, O, 3, -13, -14, -13
ZWHEJ4, O, 4, -12, -14, -13
ALDU5F, O, 3, -13, -14, -13
ZWHEJ4, P, 4, -9, -14, -13
ALDU5F, O, 3, -13, -14, -13
ZWHEJ4, R, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
ZWHEJ4, Y, 4, -13, -14, -13
ALDU5F, O, 3, -13, -14, -13
89OO3B, O, 2, -13, -13, 3
ALDU5F, P, 3, inf, -13, 3
F3HQ9T, B, 4, -3, -13, 3
ALDU5F, P, 3, -3, -13, -3
F3HQ9T, O, 4, -7, -13, -3
ALDU5F, P, 3, -7, -13, -7
F3HQ9T, P, 4, -4, -13, -7
ALDU5F, P, 3, -7, -13, -7
F3HQ9T, R, 4, -8, -13, -7
ALDU5F, P, 3, -8, -13, -8
F3HQ9T, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
I6XTP9, B, 4, -3, -13, -8
ALDU5F, P, 3, -8, -13, -8
I6XTP9, G, 4, 4, -13, -8
ALDU5F, P, 3, -8, -13, -8
I6XTP9, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
I6XTP9, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
I6XTP9, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
J3S4LL, B, 4, -3, -13, -8
ALDU5F, P, 3, -8, -13, -8
J3S4LL, G, 4, 4, -13, -8
ALDU5F, P, 3, -8, -13, -8
J3S4LL, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
J3S4LL, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
RIGQBQ, G, 4, 4, -13, -8
ALDU5F, P, 3, -8, -13, -8
RIGQBQ, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
RIGQBQ, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
RIGQBQ, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
S9OGAW, B, 4, -3, -13, -8
ALDU5F, P, 3, -8, -13, -8
S9OGAW, O, 4, -7, -13, -8
ALDU5F, P, 3, -8, -13, -8
S9OGAW, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
S9OGAW, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
S9OGAW, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
T0YVAQ, B, 4, -3, -13, -8
ALDU5F, P, 3, -8, -13, -8
T0YVAQ, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
T0YVAQ, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
T0YVAQ, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
U1DPGK, O, 4, -7, -13, -8
ALDU5F, P, 3, -8, -13, -8
U1DPGK, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
U1DPGK, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
U1DPGK, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
U6W77E, O, 4, -7, -13, -8
ALDU5F, P, 3, -8, -13, -8
U6W77E, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
U6W77E, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
ZWHEJ4, G, 4, 4, -13, -8
ALDU5F, P, 3, -8, -13, -8
ZWHEJ4, O, 4, -7, -13, -8
ALDU5F, P, 3, -8, -13, -8
ZWHEJ4, P, 4, -4, -13, -8
ALDU5F, P, 3, -8, -13, -8
ZWHEJ4, R, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
ZWHEJ4, Y, 4, -8, -13, -8
ALDU5F, P, 3, -8, -13, -8
89OO3B, O, 2, -8, -8, 3
ALDU5F, R, 3, inf, -8, 3
F3HQ9T, B, 4, -3, -8, 3
ALDU5F, R, 3, -3, -8, -3
F3HQ9T, O, 4, -7, -8, -3
ALDU5F, R, 3, -7, -8, -7
F3HQ9T, P, 4, -4, -8, -7
ALDU5F, R, 3, -7, -8, -7
F3HQ9T, R, 4, -8, -8, -7
ALDU5F, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
ALDU5F, Y, 3, inf, -8, 3
F3HQ9T, B, 4, -7, -8, 3
ALDU5F, Y, 3, -7, -8, -7
F3HQ9T, O, 4, -11, -8, -7
ALDU5F, Y, 3, -11, -8, -7
89OO3B, O, 2, -8, -8, 3
F3HQ9T, B, 3, inf, -8, 3
ALDU5F, G, 4, -8, -8, 3
F3HQ9T, B, 3, -8, -8, 3
89OO3B, O, 2, -8, -8, 3
F3HQ9T, O, 3, inf, -8, 3
ALDU5F, G, 4, -1, -8, 3
F3HQ9T, O, 3, -1, -8, -1
ALDU5F, O, 4, -12, -8, -1
F3HQ9T, O, 3, -12, -8, -1
89OO3B, O, 2, -8, -8, 3
F3HQ9T, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
F3HQ9T, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
F3HQ9T, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
F3HQ9T, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
F3HQ9T, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
F3HQ9T, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
F3HQ9T, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
F3HQ9T, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
F3HQ9T, R, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
F3HQ9T, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
F3HQ9T, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
F3HQ9T, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
F3HQ9T, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
I6XTP9, B, 3, inf, -8, 3
ALDU5F, G, 4, -8, -8, 3
I6XTP9, B, 3, -8, -8, 3
89OO3B, O, 2, -8, -8, 3
I6XTP9, G, 3, inf, -8, 3
ALDU5F, G, 4, -2, -8, 3
I6XTP9, G, 3, -2, -8, -2
ALDU5F, O, 4, -13, -8, -2
I6XTP9, G, 3, -13, -8, -2
89OO3B, O, 2, -8, -8, 3
I6XTP9, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
I6XTP9, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
I6XTP9, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
I6XTP9, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
I6XTP9, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
I6XTP9, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
I6XTP9, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
I6XTP9, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
I6XTP9, R, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
I6XTP9, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
I6XTP9, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
I6XTP9, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
I6XTP9, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
J3S4LL, B, 3, inf, -8, 3
ALDU5F, G, 4, -8, -8, 3
J3S4LL, B, 3, -8, -8, 3
89OO3B, O, 2, -8, -8, 3
J3S4LL, G, 3, inf, -8, 3
ALDU5F, G, 4, -2, -8, 3
J3S4LL, G, 3, -2, -8, -2
ALDU5F, O, 4, -13, -8, -2
J3S4LL, G, 3, -13, -8, -2
89OO3B, O, 2, -8, -8, 3
J3S4LL, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
J3S4LL, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
J3S4LL, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
J3S4LL, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
J3S4LL, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
J3S4LL, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
J3S4LL, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
J3S4LL, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
RIGQBQ, G, 3, inf, -8, 3
ALDU5F, G, 4, -2, -8, 3
RIGQBQ, G, 3, -2, -8, -2
ALDU5F, O, 4, -13, -8, -2
RIGQBQ, G, 3, -13, -8, -2
89OO3B, O, 2, -8, -8, 3
RIGQBQ, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
RIGQBQ, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
RIGQBQ, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
RIGQBQ, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
RIGQBQ, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
RIGQBQ, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
RIGQBQ, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
RIGQBQ, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
RIGQBQ, R, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
RIGQBQ, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
RIGQBQ, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
RIGQBQ, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
RIGQBQ, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
S9OGAW, B, 3, inf, -8, 3
ALDU5F, G, 4, -8, -8, 3
S9OGAW, B, 3, -8, -8, 3
89OO3B, O, 2, -8, -8, 3
S9OGAW, O, 3, inf, -8, 3
ALDU5F, G, 4, -1, -8, 3
S9OGAW, O, 3, -1, -8, -1
ALDU5F, O, 4, -12, -8, -1
S9OGAW, O, 3, -12, -8, -1
89OO3B, O, 2, -8, -8, 3
S9OGAW, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
S9OGAW, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
S9OGAW, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
S9OGAW, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
S9OGAW, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
S9OGAW, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
S9OGAW, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
S9OGAW, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
S9OGAW, R, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
S9OGAW, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
S9OGAW, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
S9OGAW, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
S9OGAW, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
T0YVAQ, B, 3, inf, -8, 3
ALDU5F, G, 4, -8, -8, 3
T0YVAQ, B, 3, -8, -8, 3
89OO3B, O, 2, -8, -8, 3
T0YVAQ, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
T0YVAQ, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
T0YVAQ, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
T0YVAQ, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
T0YVAQ, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
T0YVAQ, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
T0YVAQ, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
T0YVAQ, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
T0YVAQ, R, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
T0YVAQ, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
T0YVAQ, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
T0YVAQ, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
T0YVAQ, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
U1DPGK, O, 3, inf, -8, 3
ALDU5F, G, 4, -1, -8, 3
U1DPGK, O, 3, -1, -8, -1
ALDU5F, O, 4, -12, -8, -1
U1DPGK, O, 3, -12, -8, -1
89OO3B, O, 2, -8, -8, 3
U1DPGK, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
U1DPGK, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
U1DPGK, P, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
U1DPGK, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
U1DPGK, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
U1DPGK, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
U1DPGK, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
U1DPGK, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
U1DPGK, R, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
U1DPGK, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
U1DPGK, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
U1DPGK, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
U1DPGK, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
U6W77E, O, 3, inf, -8, 3
ALDU5F, G, 4, -1, -8, 3
U6W77E, O, 3, -1, -8, -1
ALDU5F, P, 4, -9, -8, -1
U6W77E, O, 3, -9, -8, -1
89OO3B, O, 2, -8, -8, 3
U6W77E, P, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
U6W77E, P, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
U6W77E, P, 3, -7, -8, -7
ALDU5F, R, 4, -8, -8, -7
U6W77E, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
U6W77E, R, 3, inf, -8, 3
ALDU5F, G, 4, 4, -8, 3
U6W77E, R, 3, 4, -8, 3
ALDU5F, O, 4, -7, -8, 3
U6W77E, R, 3, -7, -8, -7
ALDU5F, P, 4, -4, -8, -7
U6W77E, R, 3, -7, -8, -7
ALDU5F, Y, 4, -8, -8, -7
U6W77E, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
U6W77E, Y, 3, inf, -8, 3
ALDU5F, G, 4, 0, -8, 3
U6W77E, Y, 3, 0, -8, 0
ALDU5F, O, 4, -11, -8, 0
U6W77E, Y, 3, -11, -8, 0
89OO3B, O, 2, -8, -8, 3
ZWHEJ4, G, 3, inf, -8, 3
5DN4A9, B, 4, -9, -8, 3
ZWHEJ4, G, 3, -9, -8, 3
89OO3B, O, 2, -8, -8, 3
ZWHEJ4, O, 3, inf, -8, 3
5DN4A9, B, 4, -8, -8, 3
ZWHEJ4, O, 3, -8, -8, 3
89OO3B, O, 2, -8, -8, 3
ZWHEJ4, P, 3, inf, -8, 3
5DN4A9, B, 4, -3, -8, 3
ZWHEJ4, P, 3, -3, -8, -3
5DN4A9, G, 4, 4, -8, -3
ZWHEJ4, P, 3, -3, -8, -3
5DN4A9, O, 4, -7, -8, -3
ZWHEJ4, P, 3, -7, -8, -7
5DN4A9, R, 4, -8, -8, -7
ZWHEJ4, P, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
ZWHEJ4, R, 3, inf, -8, 3
5DN4A9, B, 4, -3, -8, 3
ZWHEJ4, R, 3, -3, -8, -3
5DN4A9, G, 4, 4, -8, -3
ZWHEJ4, R, 3, -3, -8, -3
5DN4A9, O, 4, -7, -8, -3
ZWHEJ4, R, 3, -7, -8, -7
5DN4A9, P, 4, -4, -8, -7
ZWHEJ4, R, 3, -7, -8, -7
5DN4A9, Y, 4, -8, -8, -7
ZWHEJ4, R, 3, -8, -8, -7
89OO3B, O, 2, -8, -8, 3
ZWHEJ4, Y, 3, inf, -8, 3
5DN4A9, B, 4, -7, -8, 3
ZWHEJ4, Y, 3, -7, -8, -7
5DN4A9, G, 4, 0, -8, -7
ZWHEJ4, Y, 3, -7, -8, -7
5DN4A9, O, 4, -11, -8, -7
ZWHEJ4, Y, 3, -11, -8, -7
89OO3B, O, 2, -8, -8, 3
1O7SKL, B, 1, -8, -inf, -8
89OO3B, P, 2, -inf, -inf, -8
ALDU5F, G, 3, inf, -inf, -8
F3HQ9T, B, 4, -6, -inf, -8
ALDU5F, G, 3, -6, -inf, -8
F3HQ9T, O, 4, -10, -inf, -8
ALDU5F, G, 3, -10, -inf, -10
F3HQ9T, P, 4, -7, -inf, -10
ALDU5F, G, 3, -10, -inf, -10
F3HQ9T, R, 4, -11, -inf, -10
ALDU5F, G, 3, -11, -inf, -11
F3HQ9T, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
I6XTP9, B, 4, -6, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
I6XTP9, G, 4, 1, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
I6XTP9, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
I6XTP9, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
I6XTP9, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
J3S4LL, B, 4, -6, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
J3S4LL, G, 4, 1, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
J3S4LL, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
J3S4LL, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
RIGQBQ, G, 4, 1, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
RIGQBQ, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
RIGQBQ, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
RIGQBQ, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
S9OGAW, B, 4, -6, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
S9OGAW, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
S9OGAW, P, 4, -7, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
S9OGAW, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
S9OGAW, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
T0YVAQ, B, 4, -6, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
T0YVAQ, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
T0YVAQ, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
T0YVAQ, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U1DPGK, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U1DPGK, P, 4, -7, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U1DPGK, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U1DPGK, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U6W77E, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U6W77E, P, 4, -7, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U6W77E, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
U6W77E, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
ZWHEJ4, G, 4, 1, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
ZWHEJ4, O, 4, -10, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
ZWHEJ4, P, 4, -7, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
ZWHEJ4, R, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
ZWHEJ4, Y, 4, -11, -inf, -11
ALDU5F, G, 3, -11, -inf, -11
89OO3B, P, 2, -11, -11, -8
ALDU5F, O, 3, inf, -11, -8
F3HQ9T, B, 4, -5, -11, -8
ALDU5F, O, 3, -5, -11, -8
F3HQ9T, O, 4, -9, -11, -8
ALDU5F, O, 3, -9, -11, -9
F3HQ9T, P, 4, -6, -11, -9
ALDU5F, O, 3, -9, -11, -9
F3HQ9T, R, 4, -10, -11, -9
ALDU5F, O, 3, -10, -11, -10
F3HQ9T, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
I6XTP9, B, 4, -5, -11, -10
ALDU5F, O, 3, -10, -11, -10
I6XTP9, G, 4, 2, -11, -10
ALDU5F, O, 3, -10, -11, -10
I6XTP9, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
I6XTP9, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
I6XTP9, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
J3S4LL, B, 4, -5, -11, -10
ALDU5F, O, 3, -10, -11, -10
J3S4LL, G, 4, 2, -11, -10
ALDU5F, O, 3, -10, -11, -10
J3S4LL, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
J3S4LL, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
RIGQBQ, G, 4, 2, -11, -10
ALDU5F, O, 3, -10, -11, -10
RIGQBQ, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
RIGQBQ, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
RIGQBQ, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
S9OGAW, B, 4, -5, -11, -10
ALDU5F, O, 3, -10, -11, -10
S9OGAW, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
S9OGAW, P, 4, -6, -11, -10
ALDU5F, O, 3, -10, -11, -10
S9OGAW, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
S9OGAW, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
T0YVAQ, B, 4, -5, -11, -10
ALDU5F, O, 3, -10, -11, -10
T0YVAQ, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
T0YVAQ, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
T0YVAQ, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
U1DPGK, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
U1DPGK, P, 4, -6, -11, -10
ALDU5F, O, 3, -10, -11, -10
U1DPGK, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
U1DPGK, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
U6W77E, P, 4, -6, -11, -10
ALDU5F, O, 3, -10, -11, -10
U6W77E, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
U6W77E, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
ZWHEJ4, G, 4, 2, -11, -10
ALDU5F, O, 3, -10, -11, -10
ZWHEJ4, O, 4, -9, -11, -10
ALDU5F, O, 3, -10, -11, -10
ZWHEJ4, P, 4, -6, -11, -10
ALDU5F, O, 3, -10, -11, -10
ZWHEJ4, R, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
ZWHEJ4, Y, 4, -10, -11, -10
ALDU5F, O, 3, -10, -11, -10
89OO3B, P, 2, -10, -10, -8
ALDU5F, P, 3, inf, -10, -8
F3HQ9T, B, 4, 0, -10, -8
ALDU5F, P, 3, 0, -10, -8
F3HQ9T, O, 4, -4, -10, -8
ALDU5F, P, 3, -4, -10, -8
F3HQ9T, P, 4, -1, -10, -8
ALDU5F, P, 3, -4, -10, -8
F3HQ9T, R, 4, -5, -10, -8
ALDU5F, P, 3, -5, -10, -8
F3HQ9T, Y, 4, -5, -10, -8
ALDU5F, P, 3, -5, -10, -8
I6XTP9, B, 4, 0, -10, -8
