ZKDN7L, G, 0, -inf, -inf, inf
VWMFU9, G, 3, -9, -11, -9
6JY6KY, Y, 4, -8, -11, -9
VWMFU9, G, 3, -9, -11, -9
90V1TB, G, 4, -11, -11, -9
VWMFU9, G, 3, -11, -11, -9
4X8BBI, G, 2, -11, -11, inf
VWMFU9, P, 3, inf, -11, inf
3EZBRQ, B, 4, -11, -11, inf
VWMFU9, P, 3, -11, -11, inf
4X8BBI, G, 2, -11, -11, inf
VWMFU9, R, 3, inf, -11, inf
3EZBRQ, B, 4, -11, -11, inf
VWMFU9, R, 3, -11, -11, inf
4X8BBI, G, 2, -11, -11, inf
VWMFU9, Y, 3, inf, -11, inf
3EZBRQ, B, 4, -8, -11, inf
VWMFU9, Y, 3, -8, -11, -8
3EZBRQ, P, 4, -10, -11, -8
VWMFU9, Y, 3, -10, -11, -10
3EZBRQ, R, 4, -9, -11, -10
VWMFU9, Y, 3, -10, -11, -10
3EZBRQ, Y, 4, -9, -11, -10
VWMFU9, Y, 3, -10, -11, -10
6EHM3Q, B, 4, -8, -11, -10
VWMFU9, Y, 3, -10, -11, -10
6EHM3Q, P, 4, -10, -11, -10
VWMFU9, Y, 3, -10, -11, -10
6EHM3Q, R, 4, -9, -11, -10
VWMFU9, Y, 3, -10, -11, -10
6JY6KY, B, 4, -8, -11, -10
VWMFU9, Y, 3, -10, -11, -10
6JY6KY, G, 4, -12, -11, -10
VWMFU9, Y, 3, -12, -11, -10
4X8BBI, G, 2, -11, -11, inf
WWN9BE, B, 3, inf, -11, inf
3EZBRQ, P, 4, -16, -11, inf
WWN9BE, B, 3, -16, -11, inf
4X8BBI, G, 2, -11, -11, inf
WWN9BE, G, 3, inf, -11, inf
3EZBRQ, B, 4, -7, -11, inf
WWN9BE, G, 3, -7, -11, -7
3EZBRQ, P, 4, -9, -11, -7
WWN9BE, G, 3, -9, -11, -9
3EZBRQ, R, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
3EZBRQ, Y, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
67M6U8, B, 4, -7, -11, -9
WWN9BE, G, 3, -9, -11, -9
67M6U8, P, 4, -9, -11, -9
WWN9BE, G, 3, -9, -11, -9
67M6U8, R, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
67M6U8, Y, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
6EHM3Q, B, 4, -7, -11, -9
WWN9BE, G, 3, -9, -11, -9
6EHM3Q, P, 4, -9, -11, -9
WWN9BE, G, 3, -9, -11, -9
6EHM3Q, R, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
6EHM3Q, Y, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
6JY6KY, B, 4, -7, -11, -9
WWN9BE, G, 3, -9, -11, -9
6JY6KY, P, 4, -9, -11, -9
WWN9BE, G, 3, -9, -11, -9
6JY6KY, R, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
6JY6KY, Y, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
7OWM2Y, B, 4, -7, -11, -9
WWN9BE, G, 3, -9, -11, -9
7OWM2Y, P, 4, -9, -11, -9
WWN9BE, G, 3, -9, -11, -9
7OWM2Y, R, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
7OWM2Y, Y, 4, -8, -11, -9
WWN9BE, G, 3, -9, -11, -9
90V1TB, G, 4, -11, -11, -9
WWN9BE, G, 3, -11, -11, -9
4X8BBI, G, 2, -11, -11, inf
WWN9BE, P, 3, inf, -11, inf
3EZBRQ, B, 4, -11, -11, inf
WWN9BE, P, 3, -11, -11, inf
4X8BBI, G, 2, -11, -11, inf
WWN9BE, Y, 3, inf, -11, inf
3EZBRQ, B, 4, -8, -11, inf
WWN9BE, Y, 3, -8, -11, -8
3EZBRQ, P, 4, -10, -11, -8
WWN9BE, Y, 3, -10, -11, -10
3EZBRQ, R, 4, -9, -11, -10
WWN9BE, Y, 3, -10, -11, -10
67M6U8, B, 4, -8, -11, -10
WWN9BE, Y, 3, -10, -11, -10
67M6U8, G, 4, -12, -11, -10
WWN9BE, Y, 3, -12, -11, -10
4X8BBI, G, 2, -11, -11, inf
33PXCN, B, 1, -11, -inf, -11
4X8BBI, P, 2, -inf, -inf, -11
3EZBRQ, B, 3, inf, -inf, -11
6EHM3Q, B, 4, -12, -inf, -11
3EZBRQ, B, 3, -12, -inf, -12
6EHM3Q, P, 4, -14, -inf, -12
3EZBRQ, B, 3, -14, -inf, -14
6EHM3Q, R, 4, -13, -inf, -14
3EZBRQ, B, 3, -14, -inf, -14
6EHM3Q, Y, 4, -13, -inf, -14
3EZBRQ, B, 3, -14, -inf, -14
90V1TB, G, 4, -16, -inf, -14
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
90V1TB, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
AZNZW6, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
AZNZW6, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
AZNZW6, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
HVF5GE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
O52HYD, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
UVUETX, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, B, 4, -12, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VKMURE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
VWMFU9, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, R, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WQ4YKE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WWN9BE, G, 4, -16, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WWN9BE, P, 4, -14, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
WWN9BE, Y, 4, -13, -inf, -16
3EZBRQ, B, 3, -16, -inf, -16
4X8BBI, P, 2, -16, -16, -11
3EZBRQ, G, 3, inf, -16, -11
6EHM3Q, B, 4, -5, -16, -11
3EZBRQ, G, 3, -5, -16, -11
6EHM3Q, P, 4, -7, -16, -11
3EZBRQ, G, 3, -7, -16, -11
6EHM3Q, R, 4, -6, -16, -11
3EZBRQ, G, 3, -7, -16, -11
6EHM3Q, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -7, -16, -11
90V1TB, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
90V1TB, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
AZNZW6, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
AZNZW6, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
AZNZW6, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
HVF5GE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
O52HYD, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
UVUETX, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VKMURE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, G, 4, -9, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
VWMFU9, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, R, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WQ4YKE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WWN9BE, B, 4, -5, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WWN9BE, P, 4, -7, -16, -11
3EZBRQ, G, 3, -9, -16, -11
WWN9BE, Y, 4, -6, -16, -11
3EZBRQ, G, 3, -9, -16, -11
4X8BBI, P, 2, -9, -16, -11
33PXCN, B, 1, -11, -inf, -11
4X8BBI, Y, 2, -inf, -inf, -11
3EZBRQ, B, 3, inf, -inf, -11
6EHM3Q, B, 4, -11, -inf, -11
3EZBRQ, B, 3, -11, -inf, -11
6EHM3Q, P, 4, -13, -inf, -11
3EZBRQ, B, 3, -13, -inf, -13
6EHM3Q, R, 4, -12, -inf, -13
3EZBRQ, B, 3, -13, -inf, -13
6EHM3Q, Y, 4, -12, -inf, -13
3EZBRQ, B, 3, -13, -inf, -13
90V1TB, G, 4, -15, -inf, -13
3EZBRQ, B, 3, -15, -inf, -15
90V1TB, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
90V1TB, R, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
90V1TB, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
AZNZW6, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
AZNZW6, R, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
AZNZW6, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
HVF5GE, B, 4, -11, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
HVF5GE, G, 4, -15, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
HVF5GE, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
HVF5GE, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
O52HYD, G, 4, -15, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
O52HYD, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
O52HYD, R, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
O52HYD, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
UVUETX, B, 4, -11, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
UVUETX, G, 4, -15, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
UVUETX, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
UVUETX, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VKMURE, B, 4, -11, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VKMURE, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VKMURE, R, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VKMURE, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VWMFU9, G, 4, -15, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VWMFU9, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VWMFU9, R, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
VWMFU9, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WQ4YKE, G, 4, -15, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WQ4YKE, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WQ4YKE, R, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WQ4YKE, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WWN9BE, G, 4, -15, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WWN9BE, P, 4, -13, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
WWN9BE, Y, 4, -12, -inf, -15
3EZBRQ, B, 3, -15, -inf, -15
4X8BBI, Y, 2, -15, -15, -11
3EZBRQ, G, 3, inf, -15, -11
6EHM3Q, B, 4, -4, -15, -11
3EZBRQ, G, 3, -4, -15, -11
6EHM3Q, P, 4, -6, -15, -11
3EZBRQ, G, 3, -6, -15, -11
6EHM3Q, R, 4, -5, -15, -11
3EZBRQ, G, 3, -6, -15, -11
6EHM3Q, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -6, -15, -11
90V1TB, G, 4, -8, -15, -11
3EZBRQ, G, 3, -8, -15, -11
90V1TB, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
90V1TB, R, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
90V1TB, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
AZNZW6, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
AZNZW6, R, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
AZNZW6, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
HVF5GE, B, 4, -4, -15, -11
3EZBRQ, G, 3, -8, -15, -11
HVF5GE, G, 4, -8, -15, -11
3EZBRQ, G, 3, -8, -15, -11
HVF5GE, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
HVF5GE, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
O52HYD, G, 4, -8, -15, -11
3EZBRQ, G, 3, -8, -15, -11
O52HYD, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
O52HYD, R, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
O52HYD, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
UVUETX, B, 4, -4, -15, -11
3EZBRQ, G, 3, -8, -15, -11
UVUETX, G, 4, -8, -15, -11
3EZBRQ, G, 3, -8, -15, -11
UVUETX, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
UVUETX, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VKMURE, B, 4, -4, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VKMURE, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VKMURE, R, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VKMURE, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VWMFU9, G, 4, -8, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VWMFU9, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VWMFU9, R, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
VWMFU9, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WQ4YKE, B, 4, -4, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WQ4YKE, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WQ4YKE, R, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WQ4YKE, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WWN9BE, B, 4, -4, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WWN9BE, P, 4, -6, -15, -11
3EZBRQ, G, 3, -8, -15, -11
WWN9BE, Y, 4, -5, -15, -11
3EZBRQ, G, 3, -8, -15, -11
4X8BBI, Y, 2, -8, -15, -11
33PXCN, B, 1, -11, -inf, -11
6EHM3Q, B, 2, -inf, -inf, -11
4X8BBI, G, 3, inf, -inf, -11
3EZBRQ, B, 4, -3, -inf, -11
4X8BBI, G, 3, -3, -inf, -11
3EZBRQ, P, 4, -5, -inf, -11
4X8BBI, G, 3, -5, -inf, -11
3EZBRQ, R, 4, -4, -inf, -11
4X8BBI, G, 3, -5, -inf, -11
3EZBRQ, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -5, -inf, -11
67M6U8, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
67M6U8, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
67M6U8, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
67M6U8, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
90V1TB, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
90V1TB, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
90V1TB, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
90V1TB, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
AZNZW6, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
AZNZW6, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
AZNZW6, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
HVF5GE, B, 4, -3, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
HVF5GE, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
HVF5GE, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
HVF5GE, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
O52HYD, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
O52HYD, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
O52HYD, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
O52HYD, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
UVUETX, B, 4, -3, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
UVUETX, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
UVUETX, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
UVUETX, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VKMURE, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VKMURE, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VKMURE, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VWMFU9, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VWMFU9, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VWMFU9, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
VWMFU9, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
WWN9BE, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
WWN9BE, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
WWN9BE, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
ZULTJA, G, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
ZULTJA, P, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
ZULTJA, R, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
ZULTJA, Y, 4, -4, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
6EHM3Q, B, 2, -7, -inf, -11
33PXCN, B, 1, -11, -inf, -11
6EHM3Q, P, 2, -inf, -inf, -11
4X8BBI, G, 3, inf, -inf, -11
3EZBRQ, B, 4, -5, -inf, -11
4X8BBI, G, 3, -5, -inf, -11
3EZBRQ, P, 4, -7, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
3EZBRQ, R, 4, -6, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
3EZBRQ, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
67M6U8, B, 4, -5, -inf, -11
4X8BBI, G, 3, -7, -inf, -11
67M6U8, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
67M6U8, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
67M6U8, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
90V1TB, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
90V1TB, P, 4, -7, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
90V1TB, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
90V1TB, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
AZNZW6, P, 4, -7, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
AZNZW6, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
AZNZW6, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
HVF5GE, B, 4, -5, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
HVF5GE, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
HVF5GE, P, 4, -7, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
HVF5GE, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
O52HYD, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
O52HYD, P, 4, -7, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
O52HYD, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
O52HYD, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
UVUETX, B, 4, -5, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
UVUETX, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
UVUETX, P, 4, -7, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
UVUETX, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
VKMURE, B, 4, -5, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
VKMURE, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
VKMURE, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
VWMFU9, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
VWMFU9, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
VWMFU9, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
WWN9BE, B, 4, -5, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
WWN9BE, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
WWN9BE, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
ZULTJA, B, 4, -5, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
ZULTJA, G, 4, -9, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
ZULTJA, R, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
ZULTJA, Y, 4, -6, -inf, -11
4X8BBI, G, 3, -9, -inf, -11
6EHM3Q, P, 2, -9, -inf, -11
33PXCN, B, 1, -11, -inf, -11
6EHM3Q, R, 2, -inf, -inf, -11
4X8BBI, G, 3, inf, -inf, -11
3EZBRQ, B, 4, -4, -inf, -11
4X8BBI, G, 3, -4, -inf, -11
3EZBRQ, P, 4, -6, -inf, -11
4X8BBI, G, 3, -6, -inf, -11
3EZBRQ, R, 4, -5, -inf, -11
4X8BBI, G, 3, -6, -inf, -11
3EZBRQ, Y, 4, -5, -inf, -11
4X8BBI, G, 3, -6, -inf, -11
67M6U8, B, 4, -4, -inf, -11
4X8BBI, G, 3, -6, -inf, -11
67M6U8, G, 4, -8, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
67M6U8, P, 4, -6, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
67M6U8, Y, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
90V1TB, G, 4, -8, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
90V1TB, P, 4, -6, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
90V1TB, R, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
90V1TB, Y, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
AZNZW6, P, 4, -6, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
AZNZW6, R, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
AZNZW6, Y, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
HVF5GE, B, 4, -4, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
HVF5GE, G, 4, -8, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
HVF5GE, P, 4, -6, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
HVF5GE, Y, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
O52HYD, G, 4, -8, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
O52HYD, P, 4, -6, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
O52HYD, R, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
O52HYD, Y, 4, -5, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
UVUETX, B, 4, -4, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
UVUETX, G, 4, -8, -inf, -11
4X8BBI, G, 3, -8, -inf, -11
