HL7RH0, G, 0, -inf, -inf, inf
GKM35T, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
GKM35T, Y, 3, -8, -10, -8
8N8UIA, B, 4, -4, -10, -8
GKM35T, Y, 3, -8, -10, -8
8N8UIA, G, 4, -8, -10, -8
GKM35T, Y, 3, -8, -10, -8
8N8UIA, R, 4, -10, -10, -8
GKM35T, Y, 3, -10, -10, -8
93CT8B, R, 2, -10, -10, -4
JENPWA, G, 3, inf, -10, -4
7MVUG1, B, 4, -9, -10, -4
JENPWA, G, 3, -9, -10, -9
7MVUG1, Y, 4, -17, -10, -9
JENPWA, G, 3, -17, -10, -9
93CT8B, R, 2, -10, -10, -4
JENPWA, R, 3, inf, -10, -4
7MVUG1, B, 4, -2, -10, -4
JENPWA, R, 3, -2, -10, -4
7MVUG1, G, 4, -6, -10, -4
JENPWA, R, 3, -6, -10, -6
7MVUG1, Y, 4, -10, -10, -6
JENPWA, R, 3, -10, -10, -6
93CT8B, R, 2, -10, -10, -4
JENPWA, Y, 3, inf, -10, -4
7MVUG1, B, 4, -4, -10, -4
JENPWA, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
JENPWA, Y, 3, -8, -10, -8
D7A6DO, G, 4, -8, -10, -8
JENPWA, Y, 3, -8, -10, -8
D7A6DO, R, 4, -10, -10, -8
JENPWA, Y, 3, -10, -10, -8
93CT8B, R, 2, -10, -10, -4
LCX2DK, B, 3, inf, -10, -4
7MVUG1, B, 4, -15, -10, -4
LCX2DK, B, 3, -15, -10, -4
93CT8B, R, 2, -10, -10, -4
LCX2DK, R, 3, inf, -10, -4
7MVUG1, B, 4, -2, -10, -4
LCX2DK, R, 3, -2, -10, -4
7MVUG1, G, 4, -6, -10, -4
LCX2DK, R, 3, -6, -10, -6
7MVUG1, Y, 4, -10, -10, -6
LCX2DK, R, 3, -10, -10, -6
93CT8B, R, 2, -10, -10, -4
LCX2DK, Y, 3, inf, -10, -4
7MVUG1, B, 4, -4, -10, -4
LCX2DK, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
LCX2DK, Y, 3, -8, -10, -8
7MVUG1, Y, 4, -12, -10, -8
LCX2DK, Y, 3, -12, -10, -8
93CT8B, R, 2, -10, -10, -4
LX6ZE0, G, 3, inf, -10, -4
7MVUG1, B, 4, -9, -10, -4
LX6ZE0, G, 3, -9, -10, -9
7MVUG1, Y, 4, -17, -10, -9
LX6ZE0, G, 3, -17, -10, -9
93CT8B, R, 2, -10, -10, -4
LX6ZE0, R, 3, inf, -10, -4
7MVUG1, B, 4, -2, -10, -4
LX6ZE0, R, 3, -2, -10, -4
7MVUG1, G, 4, -6, -10, -4
LX6ZE0, R, 3, -6, -10, -6
7MVUG1, Y, 4, -10, -10, -6
LX6ZE0, R, 3, -10, -10, -6
93CT8B, R, 2, -10, -10, -4
LX6ZE0, Y, 3, inf, -10, -4
7MVUG1, B, 4, -4, -10, -4
LX6ZE0, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
LX6ZE0, Y, 3, -8, -10, -8
D7A6DO, G, 4, -8, -10, -8
LX6ZE0, Y, 3, -8, -10, -8
D7A6DO, R, 4, -10, -10, -8
LX6ZE0, Y, 3, -10, -10, -8
93CT8B, R, 2, -10, -10, -4
NCYMNC, B, 3, inf, -10, -4
7MVUG1, G, 4, -19, -10, -4
NCYMNC, B, 3, -19, -10, -4
93CT8B, R, 2, -10, -10, -4
NCYMNC, R, 3, inf, -10, -4
7MVUG1, B, 4, -2, -10, -4
NCYMNC, R, 3, -2, -10, -4
7MVUG1, G, 4, -6, -10, -4
NCYMNC, R, 3, -6, -10, -6
7MVUG1, Y, 4, -10, -10, -6
NCYMNC, R, 3, -10, -10, -6
93CT8B, R, 2, -10, -10, -4
NCYMNC, Y, 3, inf, -10, -4
7MVUG1, B, 4, -4, -10, -4
NCYMNC, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
NCYMNC, Y, 3, -8, -10, -8
8N8UIA, B, 4, -4, -10, -8
NCYMNC, Y, 3, -8, -10, -8
8N8UIA, G, 4, -8, -10, -8
NCYMNC, Y, 3, -8, -10, -8
8N8UIA, R, 4, -10, -10, -8
NCYMNC, Y, 3, -10, -10, -8
93CT8B, R, 2, -10, -10, -4
ODUBEG, B, 3, inf, -10, -4
7MVUG1, B, 4, -15, -10, -4
ODUBEG, B, 3, -15, -10, -4
93CT8B, R, 2, -10, -10, -4
ODUBEG, G, 3, inf, -10, -4
7MVUG1, B, 4, -9, -10, -4
ODUBEG, G, 3, -9, -10, -9
7MVUG1, G, 4, -13, -10, -9
ODUBEG, G, 3, -13, -10, -9
93CT8B, R, 2, -10, -10, -4
ODUBEG, Y, 3, inf, -10, -4
7MVUG1, B, 4, -4, -10, -4
ODUBEG, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
ODUBEG, Y, 3, -8, -10, -8
7MVUG1, Y, 4, -12, -10, -8
ODUBEG, Y, 3, -12, -10, -8
93CT8B, R, 2, -10, -10, -4
ST898E, B, 3, inf, -10, -4
7MVUG1, B, 4, -15, -10, -4
ST898E, B, 3, -15, -10, -4
93CT8B, R, 2, -10, -10, -4
ST898E, G, 3, inf, -10, -4
7MVUG1, B, 4, -9, -10, -4
ST898E, G, 3, -9, -10, -9
7MVUG1, G, 4, -13, -10, -9
ST898E, G, 3, -13, -10, -9
93CT8B, R, 2, -10, -10, -4
ST898E, Y, 3, inf, -10, -4
7MVUG1, B, 4, -4, -10, -4
ST898E, Y, 3, -4, -10, -4
7MVUG1, G, 4, -8, -10, -4
ST898E, Y, 3, -8, -10, -8
7MVUG1, Y, 4, -12, -10, -8
ST898E, Y, 3, -12, -10, -8
93CT8B, R, 2, -10, -10, -4
4TGIVI, B, 1, -10, -inf, -10
93CT8B, Y, 2, -inf, -inf, -10
7MVUG1, B, 3, inf, -inf, -10
B302WY, G, 4, -21, -inf, -10
7MVUG1, B, 3, -21, -inf, -21
B302WY, R, 4, -23, -inf, -21
7MVUG1, B, 3, -23, -inf, -23
B302WY, Y, 4, -25, -inf, -23
7MVUG1, B, 3, -25, -inf, -25
D7A6DO, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
D7A6DO, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
D7A6DO, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
E3B6KU, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
E3B6KU, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
E3B6KU, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
FBMJRV, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
FBMJRV, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
FBMJRV, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
GKM35T, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
GKM35T, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
GKM35T, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
IOIZ5S, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
IOIZ5S, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
IOIZ5S, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
JENPWA, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
JENPWA, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
JENPWA, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LCX2DK, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LCX2DK, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LCX2DK, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LX6ZE0, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LX6ZE0, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
LX6ZE0, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
NCYMNC, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
NCYMNC, Y, 4, -25, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ODUBEG, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ODUBEG, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ODUBEG, R, 4, -23, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ST898E, B, 4, -17, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
ST898E, G, 4, -21, -inf, -25
7MVUG1, B, 3, -25, -inf, -25
93CT8B, Y, 2, -25, -25, -10
7MVUG1, G, 3, inf, -25, -10
B302WY, B, 4, -11, -25, -10
7MVUG1, G, 3, -11, -25, -11
B302WY, R, 4, -17, -25, -11
7MVUG1, G, 3, -17, -25, -17
B302WY, Y, 4, -19, -25, -17
7MVUG1, G, 3, -19, -25, -19
D7A6DO, G, 4, -15, -25, -19
7MVUG1, G, 3, -19, -25, -19
D7A6DO, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
D7A6DO, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
E3B6KU, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
E3B6KU, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
E3B6KU, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
FBMJRV, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
FBMJRV, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
FBMJRV, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
GKM35T, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
GKM35T, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
IOIZ5S, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
IOIZ5S, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
IOIZ5S, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
JENPWA, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
JENPWA, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
LCX2DK, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
LCX2DK, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
LCX2DK, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
LX6ZE0, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
LX6ZE0, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
NCYMNC, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
NCYMNC, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
NCYMNC, Y, 4, -19, -25, -19
7MVUG1, G, 3, -19, -25, -19
ODUBEG, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
ODUBEG, G, 4, -15, -25, -19
7MVUG1, G, 3, -19, -25, -19
ODUBEG, R, 4, -17, -25, -19
7MVUG1, G, 3, -19, -25, -19
ST898E, B, 4, -11, -25, -19
7MVUG1, G, 3, -19, -25, -19
ST898E, G, 4, -15, -25, -19
7MVUG1, G, 3, -19, -25, -19
93CT8B, Y, 2, -19, -19, -10
7MVUG1, R, 3, inf, -19, -10
B302WY, B, 4, -4, -19, -10
7MVUG1, R, 3, -4, -19, -10
B302WY, G, 4, -8, -19, -10
7MVUG1, R, 3, -8, -19, -10
B302WY, Y, 4, -12, -19, -10
7MVUG1, R, 3, -12, -19, -12
D7A6DO, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
D7A6DO, R, 4, -10, -19, -12
7MVUG1, R, 3, -12, -19, -12
D7A6DO, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
E3B6KU, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
E3B6KU, R, 4, -10, -19, -12
7MVUG1, R, 3, -12, -19, -12
E3B6KU, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
FBMJRV, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
FBMJRV, R, 4, -10, -19, -12
7MVUG1, R, 3, -12, -19, -12
FBMJRV, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
GKM35T, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
GKM35T, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
IOIZ5S, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
IOIZ5S, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
IOIZ5S, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
JENPWA, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
JENPWA, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
LCX2DK, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
LCX2DK, R, 4, -10, -19, -12
7MVUG1, R, 3, -12, -19, -12
LCX2DK, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
LX6ZE0, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
LX6ZE0, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
NCYMNC, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
NCYMNC, Y, 4, -12, -19, -12
7MVUG1, R, 3, -12, -19, -12
ODUBEG, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
ODUBEG, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
ODUBEG, R, 4, -10, -19, -12
7MVUG1, R, 3, -12, -19, -12
ST898E, B, 4, -4, -19, -12
7MVUG1, R, 3, -12, -19, -12
ST898E, G, 4, -8, -19, -12
7MVUG1, R, 3, -12, -19, -12
93CT8B, Y, 2, -12, -12, -10
D7A6DO, G, 3, inf, -12, -10
7MVUG1, B, 4, -11, -12, -10
D7A6DO, G, 3, -11, -12, -11
7MVUG1, G, 4, -15, -12, -11
D7A6DO, G, 3, -15, -12, -11
93CT8B, Y, 2, -12, -12, -10
D7A6DO, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
D7A6DO, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
D7A6DO, R, 3, -8, -12, -10
7MVUG1, R, 4, -10, -12, -10
D7A6DO, R, 3, -10, -12, -10
BJ5MZ5, B, 4, -4, -12, -10
D7A6DO, R, 3, -10, -12, -10
BJ5MZ5, G, 4, -8, -12, -10
D7A6DO, R, 3, -10, -12, -10
BJ5MZ5, Y, 4, -12, -12, -10
D7A6DO, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
D7A6DO, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
D7A6DO, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
D7A6DO, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
D7A6DO, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
E3B6KU, B, 3, inf, -12, -10
7MVUG1, B, 4, -17, -12, -10
E3B6KU, B, 3, -17, -12, -10
93CT8B, Y, 2, -12, -12, -10
E3B6KU, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
E3B6KU, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
E3B6KU, R, 3, -8, -12, -10
7MVUG1, R, 4, -10, -12, -10
E3B6KU, R, 3, -10, -12, -10
BJ5MZ5, B, 4, -4, -12, -10
E3B6KU, R, 3, -10, -12, -10
BJ5MZ5, G, 4, -8, -12, -10
E3B6KU, R, 3, -10, -12, -10
BJ5MZ5, Y, 4, -12, -12, -10
E3B6KU, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
E3B6KU, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
E3B6KU, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
E3B6KU, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
E3B6KU, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
FBMJRV, B, 3, inf, -12, -10
7MVUG1, B, 4, -17, -12, -10
FBMJRV, B, 3, -17, -12, -10
93CT8B, Y, 2, -12, -12, -10
FBMJRV, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
FBMJRV, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
FBMJRV, R, 3, -8, -12, -10
7MVUG1, R, 4, -10, -12, -10
FBMJRV, R, 3, -10, -12, -10
D7A6DO, G, 4, -8, -12, -10
FBMJRV, R, 3, -10, -12, -10
D7A6DO, R, 4, -10, -12, -10
FBMJRV, R, 3, -10, -12, -10
D7A6DO, Y, 4, -12, -12, -10
FBMJRV, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
FBMJRV, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
FBMJRV, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
FBMJRV, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
FBMJRV, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
GKM35T, G, 3, inf, -12, -10
7MVUG1, B, 4, -11, -12, -10
GKM35T, G, 3, -11, -12, -11
7MVUG1, R, 4, -17, -12, -11
GKM35T, G, 3, -17, -12, -11
93CT8B, Y, 2, -12, -12, -10
GKM35T, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
GKM35T, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
GKM35T, R, 3, -8, -12, -10
8N8UIA, B, 4, -4, -12, -10
GKM35T, R, 3, -8, -12, -10
8N8UIA, G, 4, -8, -12, -10
GKM35T, R, 3, -8, -12, -10
8N8UIA, Y, 4, -12, -12, -10
GKM35T, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
GKM35T, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
GKM35T, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
GKM35T, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
GKM35T, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
JENPWA, G, 3, inf, -12, -10
7MVUG1, B, 4, -11, -12, -10
JENPWA, G, 3, -11, -12, -11
7MVUG1, R, 4, -17, -12, -11
JENPWA, G, 3, -17, -12, -11
93CT8B, Y, 2, -12, -12, -10
JENPWA, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
JENPWA, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
JENPWA, R, 3, -8, -12, -10
D7A6DO, G, 4, -8, -12, -10
JENPWA, R, 3, -8, -12, -10
D7A6DO, Y, 4, -12, -12, -10
JENPWA, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
JENPWA, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
JENPWA, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
JENPWA, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
JENPWA, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
LCX2DK, B, 3, inf, -12, -10
7MVUG1, B, 4, -17, -12, -10
LCX2DK, B, 3, -17, -12, -10
93CT8B, Y, 2, -12, -12, -10
LCX2DK, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
LCX2DK, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
LCX2DK, R, 3, -8, -12, -10
7MVUG1, R, 4, -10, -12, -10
LCX2DK, R, 3, -10, -12, -10
D7A6DO, G, 4, -8, -12, -10
LCX2DK, R, 3, -10, -12, -10
D7A6DO, R, 4, -10, -12, -10
LCX2DK, R, 3, -10, -12, -10
D7A6DO, Y, 4, -12, -12, -10
LCX2DK, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
LCX2DK, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
LCX2DK, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
LCX2DK, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
LCX2DK, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
LX6ZE0, G, 3, inf, -12, -10
7MVUG1, B, 4, -11, -12, -10
LX6ZE0, G, 3, -11, -12, -11
7MVUG1, R, 4, -17, -12, -11
LX6ZE0, G, 3, -17, -12, -11
93CT8B, Y, 2, -12, -12, -10
LX6ZE0, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
LX6ZE0, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
LX6ZE0, R, 3, -8, -12, -10
D7A6DO, G, 4, -8, -12, -10
LX6ZE0, R, 3, -8, -12, -10
D7A6DO, Y, 4, -12, -12, -10
LX6ZE0, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
LX6ZE0, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
LX6ZE0, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
LX6ZE0, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
LX6ZE0, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
NCYMNC, B, 3, inf, -12, -10
7MVUG1, G, 4, -21, -12, -10
NCYMNC, B, 3, -21, -12, -10
93CT8B, Y, 2, -12, -12, -10
NCYMNC, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
NCYMNC, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
NCYMNC, R, 3, -8, -12, -10
8N8UIA, B, 4, -4, -12, -10
NCYMNC, R, 3, -8, -12, -10
8N8UIA, G, 4, -8, -12, -10
NCYMNC, R, 3, -8, -12, -10
8N8UIA, Y, 4, -12, -12, -10
NCYMNC, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
NCYMNC, Y, 3, inf, -12, -10
7MVUG1, B, 4, -6, -12, -10
NCYMNC, Y, 3, -6, -12, -10
7MVUG1, G, 4, -10, -12, -10
NCYMNC, Y, 3, -10, -12, -10
7MVUG1, R, 4, -12, -12, -10
NCYMNC, Y, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
ODUBEG, B, 3, inf, -12, -10
7MVUG1, B, 4, -17, -12, -10
ODUBEG, B, 3, -17, -12, -10
93CT8B, Y, 2, -12, -12, -10
ODUBEG, G, 3, inf, -12, -10
7MVUG1, B, 4, -11, -12, -10
ODUBEG, G, 3, -11, -12, -11
7MVUG1, G, 4, -15, -12, -11
ODUBEG, G, 3, -15, -12, -11
93CT8B, Y, 2, -12, -12, -10
ODUBEG, R, 3, inf, -12, -10
7MVUG1, B, 4, -4, -12, -10
ODUBEG, R, 3, -4, -12, -10
7MVUG1, G, 4, -8, -12, -10
ODUBEG, R, 3, -8, -12, -10
7MVUG1, R, 4, -10, -12, -10
ODUBEG, R, 3, -10, -12, -10
8N8UIA, B, 4, -4, -12, -10
ODUBEG, R, 3, -10, -12, -10
8N8UIA, G, 4, -8, -12, -10
ODUBEG, R, 3, -10, -12, -10
8N8UIA, Y, 4, -12, -12, -10
ODUBEG, R, 3, -12, -12, -10
93CT8B, Y, 2, -12, -12, -10
ST898E, B, 3, inf, -12, -10
7MVUG1, B, 4, -17, -12, -10
ST898E, B, 3, -17, -12, -10
93CT8B, Y, 2, -12, -12, -10
ST898E, G, 3, inf, -12, -10
7MVUG1, B, 4, -11, -12, -10
ST898E, G, 3, -11, -12, -11
7MVUG1, G, 4, -15, -12, -11
ST898E, G, 3, -15, -12, -11
93CT8B, Y, 2, -12, -12, -10
4TGIVI, B, 1, -12, -inf, -12
D7A6DO, G, 2, -inf, -inf, -12
93CT8B, B, 3, inf, -inf, -12
7MVUG1, G, 4, -17, -inf, -12
93CT8B, B, 3, -17, -inf, -17
7MVUG1, R, 4, -19, -inf, -17
93CT8B, B, 3, -19, -inf, -19
7MVUG1, Y, 4, -21, -inf, -19
93CT8B, B, 3, -21, -inf, -21
BJ5MZ5, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
BJ5MZ5, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
BJ5MZ5, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
E3B6KU, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
E3B6KU, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
E3B6KU, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
FBMJRV, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
FBMJRV, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
FBMJRV, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
GKM35T, G, 4, -17, -inf, -21
93CT8B, B, 3, -21, -inf, -21
GKM35T, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
GKM35T, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
JENPWA, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
JENPWA, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
LCX2DK, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
LCX2DK, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
LCX2DK, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
LX6ZE0, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
LX6ZE0, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
NCYMNC, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
NCYMNC, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
NCYMNC, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
ODUBEG, G, 4, -17, -inf, -21
93CT8B, B, 3, -21, -inf, -21
ODUBEG, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
ODUBEG, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
ST898E, G, 4, -17, -inf, -21
93CT8B, B, 3, -21, -inf, -21
ST898E, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
TI1LD6, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
TI1LD6, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
TI1LD6, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
XW9SVZ, B, 4, -13, -inf, -21
93CT8B, B, 3, -21, -inf, -21
XW9SVZ, R, 4, -19, -inf, -21
93CT8B, B, 3, -21, -inf, -21
XW9SVZ, Y, 4, -21, -inf, -21
93CT8B, B, 3, -21, -inf, -21
D7A6DO, G, 2, -21, -21, -12
93CT8B, R, 3, inf, -21, -12
7MVUG1, B, 4, 0, -21, -12
93CT8B, R, 3, 0, -21, -12
7MVUG1, G, 4, -4, -21, -12
