I8FN8E, G, 0, -inf, -inf, inf
07IEUN, O, 2, 15, 17, 21
2H6MB0, G, 3, 13, 17, 21
07IEUN, O, 2, 15, 17, 21
2H6MB0, P, 3, 17, 17, 21
07IEUN, O, 2, 17, 17, 21
2H6MB0, R, 3, 9, 17, 21
07IEUN, O, 2, 17, 17, 21
2H6MB0, Y, 3, 23, 17, 21
07IEUN, O, 2, 23, 17, 21
BOT7AR, Y, 1, 21, 17, 21
07IEUN, P, 2, -inf, 17, 21
2H6MB0, B, 3, 9, 17, 21
07IEUN, P, 2, 9, 17, 21
2H6MB0, G, 3, 7, 17, 21
07IEUN, P, 2, 9, 17, 21
2H6MB0, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
2H6MB0, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
2H6MB0, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
4Z17JZ, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
5CYYAN, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
7MBE9K, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
9V2BM8, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
BF3WFX, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
V7KIEU, Y, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, B, 3, 9, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, G, 3, 7, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, O, 3, 17, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, P, 3, 11, 17, 21
07IEUN, P, 2, 17, 17, 21
ZJDF5T, R, 3, 3, 17, 21
07IEUN, P, 2, 17, 17, 21
BOT7AR, Y, 1, 17, 17, 21
I8FN8E, G, 0, 17, 17, inf
V7KIEU, B, 1, inf, 17, inf
9V2BM8, B, 2, -inf, 17, inf
BF3WFX, B, 3, 5, 17, inf
9V2BM8, B, 2, 5, 17, inf
BF3WFX, G, 3, 3, 17, inf
9V2BM8, B, 2, 5, 17, inf
BF3WFX, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
BF3WFX, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
BF3WFX, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
BOT7AR, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
BOT7AR, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
BOT7AR, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
BOT7AR, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
EGL8DW, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
EGL8DW, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
EGL8DW, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
EGL8DW, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
EGL8DW, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
GVTHJO, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
GVTHJO, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
GVTHJO, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
GVTHJO, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
GVTHJO, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
IS7RAF, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
IS7RAF, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
IS7RAF, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
IS7RAF, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
IS7RAF, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
LCMHSZ, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
LCMHSZ, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
LCMHSZ, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
LCMHSZ, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
LCMHSZ, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
OXTP6H, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
OXTP6H, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
OXTP6H, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
OXTP6H, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
OXTP6H, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
TJ8ZT3, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
TJ8ZT3, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
TJ8ZT3, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
TJ8ZT3, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
TJ8ZT3, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
W400I9, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
W400I9, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
W400I9, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
W400I9, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
W400I9, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
WBG1MC, G, 3, 3, 17, inf
9V2BM8, B, 2, 13, 17, inf
WBG1MC, O, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
WBG1MC, P, 3, 7, 17, inf
9V2BM8, B, 2, 13, 17, inf
WBG1MC, R, 3, -1, 17, inf
9V2BM8, B, 2, 13, 17, inf
WBG1MC, Y, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
V7KIEU, B, 1, 13, 17, inf
I8FN8E, G, 0, 17, 17, inf
V7KIEU, O, 1, inf, 17, inf
9V2BM8, B, 2, -inf, 17, inf
BF3WFX, B, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
BF3WFX, G, 3, 11, 17, inf
9V2BM8, B, 2, 13, 17, inf
BF3WFX, O, 3, 21, 17, inf
9V2BM8, B, 2, 21, 21, inf
BF3WFX, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
BF3WFX, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, B, 3, 13, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
W400I9, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, B, 3, 13, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
WBG1MC, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
V7KIEU, O, 1, 21, 17, 21
9V2BM8, G, 2, -inf, 17, 21
BF3WFX, B, 3, 14, 17, 21
9V2BM8, G, 2, 14, 17, 21
BF3WFX, G, 3, 12, 17, 21
9V2BM8, G, 2, 14, 17, 21
BF3WFX, O, 3, 22, 17, 21
9V2BM8, G, 2, 22, 17, 21
V7KIEU, O, 1, 21, 17, 21
9V2BM8, O, 2, -inf, 17, 21
BF3WFX, B, 3, 15, 17, 21
9V2BM8, O, 2, 15, 17, 21
BF3WFX, G, 3, 13, 17, 21
9V2BM8, O, 2, 15, 17, 21
BF3WFX, O, 3, 23, 17, 21
9V2BM8, O, 2, 23, 17, 21
V7KIEU, O, 1, 21, 17, 21
9V2BM8, P, 2, -inf, 17, 21
BF3WFX, B, 3, 9, 17, 21
9V2BM8, P, 2, 9, 17, 21
BF3WFX, G, 3, 7, 17, 21
9V2BM8, P, 2, 9, 17, 21
BF3WFX, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
BF3WFX, P, 3, 11, 17, 21
9V2BM8, P, 2, 17, 17, 21
BF3WFX, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
BOT7AR, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
EGL8DW, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
GVTHJO, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
IS7RAF, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, P, 3, 11, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
LCMHSZ, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, O, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
OXTP6H, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
TJ8ZT3, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
W400I9, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, B, 3, 9, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, G, 3, 7, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, P, 3, 11, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, R, 3, 3, 17, 21
9V2BM8, P, 2, 17, 17, 21
WBG1MC, Y, 3, 17, 17, 21
9V2BM8, P, 2, 17, 17, 21
V7KIEU, O, 1, 17, 17, 21
I8FN8E, G, 0, 17, 17, inf
V7KIEU, P, 1, inf, 17, inf
9V2BM8, B, 2, -inf, 17, inf
BF3WFX, B, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
BF3WFX, G, 3, 5, 17, inf
9V2BM8, B, 2, 7, 17, inf
BF3WFX, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
BF3WFX, P, 3, 9, 17, inf
9V2BM8, B, 2, 15, 17, inf
BF3WFX, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
BOT7AR, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
BOT7AR, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
BOT7AR, P, 3, 9, 17, inf
9V2BM8, B, 2, 15, 17, inf
BOT7AR, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
EGL8DW, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
EGL8DW, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
EGL8DW, P, 3, 9, 17, inf
9V2BM8, B, 2, 15, 17, inf
EGL8DW, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
EGL8DW, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
GVTHJO, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
GVTHJO, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
GVTHJO, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
GVTHJO, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
IS7RAF, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
IS7RAF, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
IS7RAF, P, 3, 9, 17, inf
9V2BM8, B, 2, 15, 17, inf
IS7RAF, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
IS7RAF, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
LCMHSZ, B, 3, 7, 17, inf
9V2BM8, B, 2, 15, 17, inf
LCMHSZ, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
LCMHSZ, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
LCMHSZ, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
LCMHSZ, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
OXTP6H, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
OXTP6H, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
OXTP6H, P, 3, 9, 17, inf
9V2BM8, B, 2, 15, 17, inf
OXTP6H, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
OXTP6H, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
TJ8ZT3, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
TJ8ZT3, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
TJ8ZT3, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
TJ8ZT3, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
W400I9, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
W400I9, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
W400I9, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
W400I9, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
WBG1MC, B, 3, 7, 17, inf
9V2BM8, B, 2, 15, 17, inf
WBG1MC, G, 3, 5, 17, inf
9V2BM8, B, 2, 15, 17, inf
WBG1MC, O, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
WBG1MC, R, 3, 1, 17, inf
9V2BM8, B, 2, 15, 17, inf
WBG1MC, Y, 3, 15, 17, inf
9V2BM8, B, 2, 15, 17, inf
V7KIEU, P, 1, 15, 17, inf
I8FN8E, G, 0, 17, 17, inf
V7KIEU, R, 1, inf, 17, inf
9V2BM8, B, 2, -inf, 17, inf
BF3WFX, B, 3, -1, 17, inf
9V2BM8, B, 2, -1, 17, inf
BF3WFX, G, 3, -3, 17, inf
9V2BM8, B, 2, -1, 17, inf
BF3WFX, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
BF3WFX, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
BF3WFX, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
BOT7AR, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
BOT7AR, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
BOT7AR, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
BOT7AR, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
EGL8DW, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
EGL8DW, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
EGL8DW, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
EGL8DW, R, 3, -7, 17, inf
9V2BM8, B, 2, 7, 17, inf
EGL8DW, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
GVTHJO, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
GVTHJO, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
GVTHJO, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
GVTHJO, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
IS7RAF, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
IS7RAF, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
IS7RAF, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
IS7RAF, R, 3, -7, 17, inf
9V2BM8, B, 2, 7, 17, inf
IS7RAF, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
LCMHSZ, B, 3, -1, 17, inf
9V2BM8, B, 2, 7, 17, inf
LCMHSZ, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
LCMHSZ, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
LCMHSZ, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
LCMHSZ, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
OXTP6H, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
OXTP6H, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
OXTP6H, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
OXTP6H, R, 3, -7, 17, inf
9V2BM8, B, 2, 7, 17, inf
OXTP6H, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
TJ8ZT3, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
TJ8ZT3, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
TJ8ZT3, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
TJ8ZT3, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
W400I9, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
W400I9, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
W400I9, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
W400I9, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
WBG1MC, B, 3, -1, 17, inf
9V2BM8, B, 2, 7, 17, inf
WBG1MC, G, 3, -3, 17, inf
9V2BM8, B, 2, 7, 17, inf
WBG1MC, O, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
WBG1MC, P, 3, 1, 17, inf
9V2BM8, B, 2, 7, 17, inf
WBG1MC, Y, 3, 7, 17, inf
9V2BM8, B, 2, 7, 17, inf
V7KIEU, R, 1, 7, 17, inf
I8FN8E, G, 0, 17, 17, inf
V7KIEU, Y, 1, inf, 17, inf
9V2BM8, B, 2, -inf, 17, inf
BF3WFX, B, 3, 13, 17, inf
9V2BM8, B, 2, 13, 17, inf
BF3WFX, G, 3, 11, 17, inf
9V2BM8, B, 2, 13, 17, inf
BF3WFX, O, 3, 21, 17, inf
9V2BM8, B, 2, 21, 21, inf
BF3WFX, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
BF3WFX, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
BOT7AR, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
EGL8DW, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
GVTHJO, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
IS7RAF, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, B, 3, 13, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
LCMHSZ, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, P, 3, 15, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, R, 3, 7, 21, inf
9V2BM8, B, 2, 21, 21, inf
OXTP6H, Y, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, G, 3, 11, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, O, 3, 21, 21, inf
9V2BM8, B, 2, 21, 21, inf
TJ8ZT3, P, 3, 15, 21, inf
