AJAPPB, G, 0, -inf, -inf, inf
8CHS0C, R, 3, inf, 25, inf
6GS1PE, B, 4, 25, 25, inf
8CHS0C, R, 3, 25, 25, inf
8WNJUN, B, 2, 25, 25, inf
IGXP2R, B, 3, inf, 25, inf
8CHS0C, G, 4, 17, 25, inf
IGXP2R, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
IGXP2R, R, 3, inf, 25, inf
8CHS0C, G, 4, 29, 25, inf
IGXP2R, R, 3, 29, 25, 29
8CHS0C, R, 4, 30, 25, 29
IGXP2R, R, 3, 29, 25, 29
LPZHG7, B, 4, 25, 25, 29
IGXP2R, R, 3, 25, 25, 29
8WNJUN, B, 2, 25, 25, inf
LPZHG7, B, 3, inf, 25, inf
8CHS0C, G, 4, 17, 25, inf
LPZHG7, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
LPZHG7, G, 3, inf, 25, inf
8CHS0C, G, 4, 29, 25, inf
LPZHG7, G, 3, 29, 25, 29
8CHS0C, R, 4, 30, 25, 29
LPZHG7, G, 3, 29, 25, 29
IGXP2R, B, 4, 25, 25, 29
LPZHG7, G, 3, 25, 25, 29
8WNJUN, B, 2, 25, 25, inf
LQCIWV, B, 3, inf, 25, inf
6WKEGC, G, 4, 17, 25, inf
LQCIWV, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
MMHWXR, R, 3, inf, 25, inf
0CQG18, B, 4, 25, 25, inf
MMHWXR, R, 3, 25, 25, inf
8WNJUN, B, 2, 25, 25, inf
NPJF3V, B, 3, inf, 25, inf
6GS1PE, G, 4, 17, 25, inf
NPJF3V, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
NPJF3V, R, 3, inf, 25, inf
6GS1PE, B, 4, 25, 25, inf
NPJF3V, R, 3, 25, 25, inf
8WNJUN, B, 2, 25, 25, inf
OE3QTB, B, 3, inf, 25, inf
8CHS0C, G, 4, 17, 25, inf
OE3QTB, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
OE3QTB, G, 3, inf, 25, inf
8CHS0C, G, 4, 29, 25, inf
OE3QTB, G, 3, 29, 25, 29
8CHS0C, R, 4, 30, 25, 29
OE3QTB, G, 3, 29, 25, 29
IGXP2R, B, 4, 25, 25, 29
OE3QTB, G, 3, 25, 25, 29
8WNJUN, B, 2, 25, 25, inf
TZQJJE, B, 3, inf, 25, inf
0CQG18, G, 4, 17, 25, inf
TZQJJE, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
TZQJJE, R, 3, inf, 25, inf
0CQG18, B, 4, 25, 25, inf
TZQJJE, R, 3, 25, 25, inf
8WNJUN, B, 2, 25, 25, inf
Y9IW63, B, 3, inf, 25, inf
8CHS0C, G, 4, 17, 25, inf
Y9IW63, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
Y9IW63, G, 3, inf, 25, inf
8CHS0C, G, 4, 29, 25, inf
Y9IW63, G, 3, 29, 25, 29
8CHS0C, R, 4, 30, 25, 29
Y9IW63, G, 3, 29, 25, 29
IGXP2R, B, 4, 25, 25, 29
Y9IW63, G, 3, 25, 25, 29
8WNJUN, B, 2, 25, 25, inf
Z21EX8, B, 3, inf, 25, inf
0CQG18, G, 4, 17, 25, inf
Z21EX8, B, 3, 17, 25, inf
8WNJUN, B, 2, 25, 25, inf
Z21EX8, R, 3, inf, 25, inf
0CQG18, B, 4, 25, 25, inf
Z21EX8, R, 3, 25, 25, inf
8WNJUN, B, 2, 25, 25, inf
VBYL0E, R, 1, 25, 25, inf
AJAPPB, G, 0, 25, 25, inf
Z21EX8, B, 1, inf, 25, inf
0CQG18, G, 2, -inf, 25, inf
6WKEGC, G, 3, inf, 25, inf
6GS1PE, B, 4, 17, 25, inf
6WKEGC, G, 3, 17, 25, inf
0CQG18, G, 2, 17, 25, inf
6WKEGC, R, 3, inf, 25, inf
6GS1PE, B, 4, 17, 25, inf
6WKEGC, R, 3, 17, 25, inf
0CQG18, G, 2, 17, 25, inf
8WNJUN, B, 3, inf, 25, inf
6WKEGC, G, 4, 9, 25, inf
8WNJUN, B, 3, 9, 25, inf
0CQG18, G, 2, 17, 25, inf
8WNJUN, G, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
8WNJUN, G, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
IGXP2R, B, 3, inf, 25, inf
6WKEGC, G, 4, 9, 25, inf
IGXP2R, B, 3, 9, 25, inf
0CQG18, G, 2, 21, 25, inf
IGXP2R, R, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
IGXP2R, R, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
LQCIWV, R, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
LQCIWV, R, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
MMHWXR, R, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
MMHWXR, R, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
NPJF3V, B, 3, inf, 25, inf
6GS1PE, G, 4, 9, 25, inf
NPJF3V, B, 3, 9, 25, inf
0CQG18, G, 2, 21, 25, inf
NPJF3V, R, 3, inf, 25, inf
6GS1PE, B, 4, 17, 25, inf
NPJF3V, R, 3, 17, 25, inf
0CQG18, G, 2, 21, 25, inf
R6T68C, B, 3, inf, 25, inf
6WKEGC, G, 4, 9, 25, inf
R6T68C, B, 3, 9, 25, inf
0CQG18, G, 2, 21, 25, inf
R6T68C, R, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
R6T68C, R, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
TZQJJE, R, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
TZQJJE, R, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
VBYL0E, B, 3, inf, 25, inf
6WKEGC, G, 4, 9, 25, inf
VBYL0E, B, 3, 9, 25, inf
0CQG18, G, 2, 21, 25, inf
VBYL0E, R, 3, inf, 25, inf
6WKEGC, G, 4, 21, 25, inf
VBYL0E, R, 3, 21, 25, inf
0CQG18, G, 2, 21, 25, inf
Z21EX8, B, 1, 21, 25, inf
AJAPPB, G, 0, 25, 25, inf
Z21EX8, R, 1, inf, 25, inf
0CQG18, B, 2, -inf, 25, inf
6WKEGC, B, 3, inf, 25, inf
6GS1PE, G, 4, 17, 25, inf
6WKEGC, B, 3, 17, 25, inf
0CQG18, B, 2, 17, 25, inf
6WKEGC, G, 3, inf, 25, inf
6GS1PE, B, 4, 25, 25, inf
6WKEGC, G, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
8WNJUN, B, 3, inf, 25, inf
6WKEGC, B, 4, 13, 25, inf
8WNJUN, B, 3, 13, 25, inf
0CQG18, B, 2, 25, 25, inf
8WNJUN, G, 3, inf, 25, inf
6WKEGC, B, 4, 25, 25, inf
8WNJUN, G, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
IGXP2R, B, 3, inf, 25, inf
6WKEGC, B, 4, 13, 25, inf
IGXP2R, B, 3, 13, 25, inf
0CQG18, B, 2, 25, 25, inf
IGXP2R, R, 3, inf, 25, inf
6WKEGC, B, 4, 25, 25, inf
IGXP2R, R, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
LQCIWV, B, 3, inf, 25, inf
6WKEGC, G, 4, 17, 25, inf
LQCIWV, B, 3, 17, 25, inf
0CQG18, B, 2, 25, 25, inf
NPJF3V, B, 3, inf, 25, inf
6GS1PE, G, 4, 17, 25, inf
NPJF3V, B, 3, 17, 25, inf
0CQG18, B, 2, 25, 25, inf
NPJF3V, R, 3, inf, 25, inf
6GS1PE, B, 4, 25, 25, inf
NPJF3V, R, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
R6T68C, G, 3, inf, 25, inf
6WKEGC, B, 4, 25, 25, inf
R6T68C, G, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
R6T68C, R, 3, inf, 25, inf
6WKEGC, B, 4, 25, 25, inf
R6T68C, R, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
VBYL0E, B, 3, inf, 25, inf
6WKEGC, B, 4, 13, 25, inf
VBYL0E, B, 3, 13, 25, inf
0CQG18, B, 2, 25, 25, inf
VBYL0E, R, 3, inf, 25, inf
6WKEGC, B, 4, 25, 25, inf
VBYL0E, R, 3, 25, 25, inf
0CQG18, B, 2, 25, 25, inf
Z21EX8, R, 1, 25, 25, inf
AJAPPB, G, 0, 25, 25, inf
8WNJUN, G, 25
