MXFI3W, G, 0, -inf, -inf, inf
328VUA, B, 3, -11, -inf, -11
LHSFBP, R, 4, 0, -inf, -11
328VUA, B, 3, -11, -inf, -11
OQP6DR, B, 4, 1, -inf, -11
328VUA, B, 3, -11, -inf, -11
PLUABQ, B, 4, 1, -inf, -11
328VUA, B, 3, -11, -inf, -11
PLUABQ, G, 4, -11, -inf, -11
328VUA, B, 3, -11, -inf, -11
QDXVF0, B, 4, 1, -inf, -11
328VUA, B, 3, -11, -inf, -11
QDXVF0, G, 4, -11, -inf, -11
328VUA, B, 3, -11, -inf, -11
QZ8R48, G, 4, -11, -inf, -11
328VUA, B, 3, -11, -inf, -11
QZ8R48, R, 4, 0, -inf, -11
328VUA, B, 3, -11, -inf, -11
RRCAVS, R, 4, 0, -inf, -11
328VUA, B, 3, -11, -inf, -11
XIMKGA, B, 4, 1, -inf, -11
328VUA, B, 3, -11, -inf, -11
XIMKGA, R, 4, 0, -inf, -11
328VUA, B, 3, -11, -inf, -11
ZJDOS9, G, 4, -11, -inf, -11
328VUA, B, 3, -11, -inf, -11
ZJDOS9, R, 4, 0, -inf, -11
328VUA, B, 3, -11, -inf, -11
I7NJQU, G, 2, -11, -11, -10
328VUA, R, 3, inf, -11, -10
3BGDX9, B, 4, 2, -11, -10
328VUA, R, 3, 2, -11, -10
3BGDX9, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
3DEXI7, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
3DEXI7, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
CU7BOC, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
CU7BOC, R, 4, 1, -11, -10
328VUA, R, 3, -10, -11, -10
DDQ3KD, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
FOQ0EN, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
FOQ0EN, R, 4, 1, -11, -10
328VUA, R, 3, -10, -11, -10
LHSFBP, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
LHSFBP, R, 4, 1, -11, -10
328VUA, R, 3, -10, -11, -10
OQP6DR, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
PLUABQ, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
PLUABQ, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
QDXVF0, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
QDXVF0, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
QZ8R48, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
QZ8R48, R, 4, 1, -11, -10
328VUA, R, 3, -10, -11, -10
RRCAVS, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
XIMKGA, B, 4, 2, -11, -10
328VUA, R, 3, -10, -11, -10
XIMKGA, R, 4, 1, -11, -10
328VUA, R, 3, -10, -11, -10
ZJDOS9, G, 4, -10, -11, -10
328VUA, R, 3, -10, -11, -10
ZJDOS9, R, 4, 1, -11, -10
328VUA, R, 3, -10, -11, -10
I7NJQU, G, 2, -10, -11, -10
15RP8U, B, 1, -10, -inf, -10
I7NJQU, R, 2, -inf, -inf, -10
328VUA, B, 3, inf, -inf, -10
3BGDX9, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
3BGDX9, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
3DEXI7, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
3DEXI7, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
CU7BOC, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
CU7BOC, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
DDQ3KD, B, 4, 12, -inf, -10
328VUA, B, 3, 0, -inf, -10
FOQ0EN, B, 4, 12, -inf, -10
328VUA, B, 3, 0, -inf, -10
FOQ0EN, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
LHSFBP, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
LHSFBP, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
OQP6DR, B, 4, 12, -inf, -10
328VUA, B, 3, 0, -inf, -10
PLUABQ, B, 4, 12, -inf, -10
328VUA, B, 3, 0, -inf, -10
PLUABQ, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
QDXVF0, B, 4, 12, -inf, -10
328VUA, B, 3, 0, -inf, -10
QDXVF0, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
QZ8R48, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
QZ8R48, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
RRCAVS, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
XIMKGA, B, 4, 12, -inf, -10
328VUA, B, 3, 0, -inf, -10
XIMKGA, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
ZJDOS9, G, 4, 0, -inf, -10
328VUA, B, 3, 0, -inf, -10
ZJDOS9, R, 4, 11, -inf, -10
328VUA, B, 3, 0, -inf, -10
I7NJQU, R, 2, 0, -inf, -10
15RP8U, B, 1, -10, -inf, -10
LHSFBP, G, 2, -inf, -inf, -10
3BGDX9, B, 3, inf, -inf, -10
328VUA, G, 4, -11, -inf, -10
3BGDX9, B, 3, -11, -inf, -11
328VUA, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
6ZHWP4, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
6ZHWP4, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
C6RXPH, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
C6RXPH, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
CU7BOC, G, 4, -11, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
CU7BOC, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
DDQ3KD, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
FOQ0EN, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
I7NJQU, G, 4, -11, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
I7NJQU, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
OQP6DR, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
PLUABQ, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
QDXVF0, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
QDXVF0, G, 4, -11, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
QZ8R48, G, 4, -11, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
QZ8R48, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
RRCAVS, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
XIMKGA, B, 4, 1, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
XIMKGA, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
ZJDOS9, G, 4, -11, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
ZJDOS9, R, 4, 0, -inf, -11
3BGDX9, B, 3, -11, -inf, -11
LHSFBP, G, 2, -11, -11, -10
3BGDX9, R, 3, inf, -11, -10
328VUA, B, 4, 2, -11, -10
3BGDX9, R, 3, 2, -11, -10
328VUA, G, 4, -10, -11, -10
3BGDX9, R, 3, -10, -11, -10
6ZHWP4, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
6ZHWP4, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
C6RXPH, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
C6RXPH, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
CU7BOC, G, 4, -10, -11, -10
3BGDX9, R, 3, -10, -11, -10
CU7BOC, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
DDQ3KD, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
FOQ0EN, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
I7NJQU, G, 4, -10, -11, -10
3BGDX9, R, 3, -10, -11, -10
I7NJQU, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
OQP6DR, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
PLUABQ, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
QDXVF0, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
QDXVF0, G, 4, -10, -11, -10
3BGDX9, R, 3, -10, -11, -10
QZ8R48, G, 4, -10, -11, -10
3BGDX9, R, 3, -10, -11, -10
QZ8R48, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
RRCAVS, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
XIMKGA, B, 4, 2, -11, -10
3BGDX9, R, 3, -10, -11, -10
XIMKGA, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
ZJDOS9, G, 4, -10, -11, -10
3BGDX9, R, 3, -10, -11, -10
ZJDOS9, R, 4, 1, -11, -10
3BGDX9, R, 3, -10, -11, -10
LHSFBP, G, 2, -10, -11, -10
15RP8U, B, 1, -10, -inf, -10
LHSFBP, R, 2, -inf, -inf, -10
3BGDX9, B, 3, inf, -inf, -10
328VUA, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
328VUA, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
6ZHWP4, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
6ZHWP4, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
C6RXPH, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
C6RXPH, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
CU7BOC, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
CU7BOC, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
DDQ3KD, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
FOQ0EN, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
I7NJQU, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
I7NJQU, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
OQP6DR, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
PLUABQ, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
PLUABQ, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
QDXVF0, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
QDXVF0, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
QZ8R48, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
QZ8R48, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
RRCAVS, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
XIMKGA, B, 4, 12, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
XIMKGA, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
ZJDOS9, G, 4, 0, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
ZJDOS9, R, 4, 11, -inf, -10
3BGDX9, B, 3, 0, -inf, -10
LHSFBP, R, 2, 0, -inf, -10
15RP8U, B, 1, -10, -inf, -10
OQP6DR, B, 2, -inf, -inf, -10
9YZSQ5, G, 3, inf, -inf, -10
CU7BOC, R, 4, 6, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
FOQ0EN, R, 4, 6, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
HOKRCB, B, 4, 7, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
HOKRCB, R, 4, 6, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
I7NJQU, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
I7NJQU, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
JFDOL9, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
JFDOL9, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
LHSFBP, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
LHSFBP, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
PLUABQ, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
QZ8R48, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
QZ8R48, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
RRCAVS, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
U9APRV, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
XIMKGA, B, 4, 7, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
XIMKGA, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
ZJDOS9, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
ZJDOS9, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
OQP6DR, B, 2, -5, -inf, -10
15RP8U, B, 1, -10, -inf, -10
PLUABQ, B, 2, -inf, -inf, -10
CU7BOC, G, 3, inf, -inf, -10
9YZSQ5, B, 4, 7, -inf, -10
CU7BOC, G, 3, 7, -inf, -10
9YZSQ5, R, 4, 6, -inf, -10
CU7BOC, G, 3, 6, -inf, -10
C6RXPH, B, 4, 7, -inf, -10
CU7BOC, G, 3, 6, -inf, -10
C6RXPH, R, 4, 6, -inf, -10
CU7BOC, G, 3, 6, -inf, -10
DDQ3KD, B, 4, 7, -inf, -10
CU7BOC, G, 3, 6, -inf, -10
FOQ0EN, B, 4, 7, -inf, -10
CU7BOC, G, 3, 6, -inf, -10
FOQ0EN, R, 4, 6, -inf, -10
CU7BOC, G, 3, 6, -inf, -10
I7NJQU, G, 4, -5, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
I7NJQU, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
LHSFBP, G, 4, -5, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
LHSFBP, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
N1JZCU, B, 4, 7, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
N1JZCU, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
QZ8R48, G, 4, -5, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
QZ8R48, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
RRCAVS, B, 4, 7, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
RRCAVS, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
U9APRV, B, 4, 7, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
U9APRV, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
XIMKGA, B, 4, 7, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
XIMKGA, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
ZJDOS9, G, 4, -5, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
ZJDOS9, R, 4, 6, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
PLUABQ, B, 2, -5, -inf, -10
15RP8U, B, 1, -10, -inf, -10
PLUABQ, G, 2, -inf, -inf, -10
CU7BOC, G, 3, inf, -inf, -10
9YZSQ5, B, 4, -5, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
9YZSQ5, R, 4, -6, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
C6RXPH, B, 4, -5, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
C6RXPH, R, 4, -6, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
DDQ3KD, B, 4, -5, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
FOQ0EN, B, 4, -5, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
FOQ0EN, R, 4, -6, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
I7NJQU, G, 4, -17, -inf, -10
CU7BOC, G, 3, -17, -inf, -17
I7NJQU, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
LHSFBP, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
N1JZCU, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
N1JZCU, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
OQP6DR, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
QDXVF0, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
QZ8R48, G, 4, -17, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
QZ8R48, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
RRCAVS, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
RRCAVS, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
U9APRV, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
U9APRV, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
XIMKGA, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
XIMKGA, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
ZJDOS9, G, 4, -17, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
ZJDOS9, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
PLUABQ, G, 2, -17, -17, -10
CU7BOC, R, 3, inf, -17, -10
9YZSQ5, B, 4, 2, -17, -10
CU7BOC, R, 3, 2, -17, -10
9YZSQ5, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
C6RXPH, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
C6RXPH, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
DDQ3KD, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
FOQ0EN, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
FOQ0EN, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
I7NJQU, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
I7NJQU, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
LHSFBP, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
N1JZCU, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
N1JZCU, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
OQP6DR, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
QDXVF0, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
QZ8R48, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
QZ8R48, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
RRCAVS, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
RRCAVS, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
U9APRV, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
U9APRV, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
XIMKGA, B, 4, 2, -17, -10
CU7BOC, R, 3, -10, -17, -10
XIMKGA, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
ZJDOS9, G, 4, -10, -17, -10
CU7BOC, R, 3, -10, -17, -10
ZJDOS9, R, 4, 1, -17, -10
CU7BOC, R, 3, -10, -17, -10
PLUABQ, G, 2, -10, -17, -10
15RP8U, B, 1, -10, -inf, -10
QDXVF0, B, 2, -inf, -inf, -10
9YZSQ5, G, 3, inf, -inf, -10
CU7BOC, R, 4, 6, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
DDQ3KD, B, 4, 7, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
FOQ0EN, B, 4, 7, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
FOQ0EN, R, 4, 6, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
HOKRCB, B, 4, 7, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
HOKRCB, R, 4, 6, -inf, -10
9YZSQ5, G, 3, 6, -inf, -10
I7NJQU, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
I7NJQU, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
LHSFBP, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
LHSFBP, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
PLUABQ, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
QZ8R48, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
QZ8R48, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
RRCAVS, B, 4, 7, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
RRCAVS, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
U9APRV, B, 4, 7, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
U9APRV, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
XIMKGA, B, 4, 7, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
XIMKGA, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
ZJDOS9, G, 4, -5, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
ZJDOS9, R, 4, 6, -inf, -10
9YZSQ5, G, 3, -5, -inf, -10
QDXVF0, B, 2, -5, -inf, -10
15RP8U, B, 1, -10, -inf, -10
QDXVF0, G, 2, -inf, -inf, -10
9YZSQ5, B, 3, inf, -inf, -10
CU7BOC, R, 4, 0, -inf, -10
9YZSQ5, B, 3, 0, -inf, -10
DDQ3KD, B, 4, 1, -inf, -10
9YZSQ5, B, 3, 0, -inf, -10
FOQ0EN, B, 4, 1, -inf, -10
9YZSQ5, B, 3, 0, -inf, -10
FOQ0EN, R, 4, 0, -inf, -10
9YZSQ5, B, 3, 0, -inf, -10
HOKRCB, G, 4, -11, -inf, -10
9YZSQ5, B, 3, -11, -inf, -11
HOKRCB, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
I7NJQU, G, 4, -11, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
I7NJQU, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
LHSFBP, G, 4, -11, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
LHSFBP, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
PLUABQ, B, 4, 1, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
QZ8R48, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
RRCAVS, B, 4, 1, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
RRCAVS, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
U9APRV, G, 4, -11, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
U9APRV, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
XIMKGA, B, 4, 1, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
XIMKGA, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
ZJDOS9, G, 4, -11, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
ZJDOS9, R, 4, 0, -inf, -11
9YZSQ5, B, 3, -11, -inf, -11
QDXVF0, G, 2, -11, -11, -10
9YZSQ5, R, 3, inf, -11, -10
DDQ3KD, B, 4, 2, -11, -10
9YZSQ5, R, 3, 2, -11, -10
FOQ0EN, B, 4, 2, -11, -10
9YZSQ5, R, 3, 2, -11, -10
FOQ0EN, R, 4, 1, -11, -10
9YZSQ5, R, 3, 1, -11, -10
HOKRCB, B, 4, 2, -11, -10
9YZSQ5, R, 3, 1, -11, -10
HOKRCB, G, 4, -10, -11, -10
9YZSQ5, R, 3, -10, -11, -10
I7NJQU, G, 4, -10, -11, -10
9YZSQ5, R, 3, -10, -11, -10
I7NJQU, R, 4, 1, -11, -10
9YZSQ5, R, 3, -10, -11, -10
LHSFBP, G, 4, -10, -11, -10
9YZSQ5, R, 3, -10, -11, -10
LHSFBP, R, 4, 1, -11, -10
9YZSQ5, R, 3, -10, -11, -10
OQP6DR, B, 4, 2, -11, -10
9YZSQ5, R, 3, -10, -11, -10
PLUABQ, B, 4, 2, -11, -10
9YZSQ5, R, 3, -10, -11, -10
QZ8R48, R, 4, 1, -11, -10
9YZSQ5, R, 3, -10, -11, -10
RRCAVS, B, 4, 2, -11, -10
9YZSQ5, R, 3, -10, -11, -10
RRCAVS, R, 4, 1, -11, -10
9YZSQ5, R, 3, -10, -11, -10
U9APRV, B, 4, 2, -11, -10
9YZSQ5, R, 3, -10, -11, -10
U9APRV, G, 4, -10, -11, -10
9YZSQ5, R, 3, -10, -11, -10
XIMKGA, B, 4, 2, -11, -10
9YZSQ5, R, 3, -10, -11, -10
XIMKGA, R, 4, 1, -11, -10
9YZSQ5, R, 3, -10, -11, -10
ZJDOS9, G, 4, -10, -11, -10
9YZSQ5, R, 3, -10, -11, -10
ZJDOS9, R, 4, 1, -11, -10
9YZSQ5, R, 3, -10, -11, -10
QDXVF0, G, 2, -10, -11, -10
15RP8U, B, 1, -10, -inf, -10
QZ8R48, G, 2, -inf, -inf, -10
CU7BOC, G, 3, inf, -inf, -10
9YZSQ5, B, 4, -5, -inf, -10
CU7BOC, G, 3, -5, -inf, -10
9YZSQ5, R, 4, -6, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
C6RXPH, B, 4, -5, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
C6RXPH, R, 4, -6, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
DDQ3KD, B, 4, -5, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
FOQ0EN, B, 4, -5, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
FOQ0EN, R, 4, -6, -inf, -10
CU7BOC, G, 3, -6, -inf, -10
I7NJQU, G, 4, -17, -inf, -10
CU7BOC, G, 3, -17, -inf, -17
I7NJQU, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
LHSFBP, G, 4, -17, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
LHSFBP, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
N1JZCU, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
N1JZCU, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
OQP6DR, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
PLUABQ, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
PLUABQ, G, 4, -17, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
QDXVF0, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
RRCAVS, B, 4, -5, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
RRCAVS, R, 4, -6, -inf, -17
CU7BOC, G, 3, -17, -inf, -17
