6CQPFB, G, 0, -inf, -inf, inf
5AYWAI, R, 4, -7, -7, -6
RUNAZU, B, 3, -7, -7, -6
43U9M0, R, 2, -7, -7, -6
RUNAZU, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
RUNAZU, G, 3, -17, -7, -6
43U9M0, R, 2, -7, -7, -6
RZ95L2, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
RZ95L2, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
RZ95L2, B, 3, -6, -7, -6
7WSMSQ, G, 4, -6, -7, -6
RZ95L2, B, 3, -6, -7, -6
7WSMSQ, R, 4, -7, -7, -6
RZ95L2, B, 3, -7, -7, -6
43U9M0, R, 2, -7, -7, -6
RZ95L2, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
RZ95L2, G, 3, -17, -7, -6
43U9M0, R, 2, -7, -7, -6
IXY4HG, B, 1, -7, -7, -6
6CQPFB, G, 0, -7, -7, inf
IXY4HG, R, 1, inf, -7, inf
2ZRX9U, B, 2, -inf, -7, inf
43U9M0, B, 3, inf, -7, inf
5AYWAI, G, 4, -19, -7, inf
43U9M0, B, 3, -19, -7, inf
2ZRX9U, B, 2, -19, -7, inf
43U9M0, G, 3, inf, -7, inf
5AYWAI, G, 4, -30, -7, inf
43U9M0, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
5AYWAI, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
5AYWAI, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
5AYWAI, R, 3, inf, -7, inf
43U9M0, B, 4, -33, -7, inf
5AYWAI, R, 3, -33, -7, inf
2ZRX9U, B, 2, -19, -7, inf
86JV6B, B, 3, inf, -7, inf
43U9M0, B, 4, -19, -7, inf
86JV6B, B, 3, -19, -7, inf
2ZRX9U, B, 2, -19, -7, inf
86JV6B, R, 3, inf, -7, inf
43U9M0, B, 4, -33, -7, inf
86JV6B, R, 3, -33, -7, inf
2ZRX9U, B, 2, -19, -7, inf
CVLHGR, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
CVLHGR, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
DDYDZ4, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
DDYDZ4, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
JXYE8L, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
JXYE8L, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
R6J76S, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
R6J76S, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
R6J76S, R, 3, inf, -7, inf
43U9M0, B, 4, -33, -7, inf
R6J76S, R, 3, -33, -7, inf
2ZRX9U, B, 2, -19, -7, inf
RUNAZU, B, 3, inf, -7, inf
43U9M0, B, 4, -19, -7, inf
RUNAZU, B, 3, -19, -7, inf
2ZRX9U, B, 2, -19, -7, inf
RUNAZU, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
RUNAZU, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
RZ95L2, B, 3, inf, -7, inf
43U9M0, B, 4, -19, -7, inf
RZ95L2, B, 3, -19, -7, inf
2ZRX9U, B, 2, -19, -7, inf
RZ95L2, G, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
RZ95L2, G, 3, -30, -7, inf
2ZRX9U, B, 2, -19, -7, inf
IXY4HG, R, 1, -19, -7, inf
6CQPFB, G, 0, -7, -7, inf
RUNAZU, B, 1, inf, -7, inf
2ZRX9U, B, 2, -inf, -7, inf
5AYWAI, G, 3, inf, -7, inf
86JV6B, B, 4, -16, -7, inf
5AYWAI, G, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
5AYWAI, R, 3, inf, -7, inf
86JV6B, B, 4, -19, -7, inf
5AYWAI, R, 3, -19, -7, inf
2ZRX9U, B, 2, -16, -7, inf
86JV6B, B, 3, inf, -7, inf
5AYWAI, G, 4, -5, -7, inf
86JV6B, B, 3, -5, -7, -5
5AYWAI, R, 4, -6, -7, -5
86JV6B, B, 3, -6, -7, -6
CVLHGR, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
DDYDZ4, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
DDYDZ4, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
G7O2HR, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
G7O2HR, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
JXYE8L, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
JXYE8L, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
L8DRCP, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
L8DRCP, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
R6J76S, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
R6J76S, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
RDPCLS, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
RDPCLS, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
RZ95L2, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
RZ95L2, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
2ZRX9U, B, 2, -6, -6, inf
86JV6B, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
86JV6B, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
CVLHGR, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
CVLHGR, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
DDYDZ4, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
DDYDZ4, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
DDYDZ4, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
DDYDZ4, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
ELP9SJ, G, 3, inf, -6, inf
2CEW7D, B, 4, -16, -6, inf
ELP9SJ, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
ELP9SJ, R, 3, inf, -6, inf
2CEW7D, B, 4, -19, -6, inf
ELP9SJ, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
G7O2HR, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
G7O2HR, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
G7O2HR, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
G7O2HR, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
IXY4HG, B, 3, inf, -6, inf
43U9M0, G, 4, -5, -6, inf
IXY4HG, B, 3, -5, -6, -5
43U9M0, R, 4, -6, -6, -5
IXY4HG, B, 3, -6, -6, -5
2ZRX9U, B, 2, -6, -6, inf
IXY4HG, R, 3, inf, -6, inf
43U9M0, B, 4, -19, -6, inf
IXY4HG, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
JXYE8L, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
JXYE8L, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
JXYE8L, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
JXYE8L, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
L8DRCP, G, 3, inf, -6, inf
43U9M0, B, 4, -16, -6, inf
L8DRCP, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
L8DRCP, R, 3, inf, -6, inf
43U9M0, B, 4, -19, -6, inf
L8DRCP, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
R6J76S, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
R6J76S, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
R6J76S, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
R6J76S, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
RZ95L2, B, 3, inf, -6, inf
5AYWAI, G, 4, -5, -6, inf
RZ95L2, B, 3, -5, -6, -5
5AYWAI, R, 4, -6, -6, -5
RZ95L2, B, 3, -6, -6, -5
2ZRX9U, B, 2, -6, -6, inf
RZ95L2, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
RZ95L2, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
RUNAZU, B, 1, -6, -7, -6
2ZRX9U, G, 2, -inf, -7, -6
5AYWAI, R, 3, inf, -7, -6
86JV6B, B, 4, -19, -7, -6
5AYWAI, R, 3, -19, -7, -6
2ZRX9U, G, 2, -19, -7, -6
86JV6B, B, 3, inf, -7, -6
5AYWAI, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
CVLHGR, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
DDYDZ4, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
DDYDZ4, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
G7O2HR, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
G7O2HR, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
JXYE8L, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
L8DRCP, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
L8DRCP, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
R6J76S, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
R6J76S, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
RDPCLS, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
RDPCLS, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
RZ95L2, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
RZ95L2, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
2ZRX9U, G, 2, -6, -7, -6
RUNAZU, B, 1, -6, -7, -6
5AYWAI, G, 2, -inf, -7, -6
2ZRX9U, B, 3, inf, -7, -6
86JV6B, B, 4, -5, -7, -6
2ZRX9U, B, 3, -5, -7, -6
86JV6B, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
CVLHGR, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
DDYDZ4, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
DDYDZ4, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
ELP9SJ, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
ELP9SJ, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
G7O2HR, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
G7O2HR, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
IXY4HG, B, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
IXY4HG, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
JXYE8L, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
JXYE8L, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
L8DRCP, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
L8DRCP, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
R6J76S, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
R6J76S, R, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
RZ95L2, B, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
RZ95L2, G, 4, -5, -7, -6
2ZRX9U, B, 3, -6, -7, -6
5AYWAI, G, 2, -6, -7, -6
RUNAZU, B, 1, -6, -7, -6
5AYWAI, R, 2, -inf, -7, -6
2ZRX9U, B, 3, inf, -7, -6
86JV6B, B, 4, -6, -7, -6
2ZRX9U, B, 3, -6, -7, -6
86JV6B, R, 4, -7, -7, -6
2ZRX9U, B, 3, -7, -7, -6
5AYWAI, R, 2, -7, -7, -6
2ZRX9U, G, 3, inf, -7, -6
86JV6B, B, 4, -17, -7, -6
2ZRX9U, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
86JV6B, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
CVLHGR, B, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
CVLHGR, G, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, G, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, R, 4, -7, -7, -6
86JV6B, B, 3, -7, -7, -6
5AYWAI, R, 2, -7, -7, -6
86JV6B, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
86JV6B, R, 3, -20, -7, -6
5AYWAI, R, 2, -7, -7, -6
CVLHGR, B, 3, inf, -7, -6
2ZRX9U, G, 4, -6, -7, -6
CVLHGR, B, 3, -6, -7, -6
86JV6B, B, 4, -6, -7, -6
CVLHGR, B, 3, -6, -7, -6
86JV6B, R, 4, -7, -7, -6
CVLHGR, B, 3, -7, -7, -6
5AYWAI, R, 2, -7, -7, -6
CVLHGR, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
CVLHGR, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
ELP9SJ, G, 3, inf, -7, -6
2CEW7D, B, 4, -17, -7, -6
ELP9SJ, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
ELP9SJ, R, 3, inf, -7, -6
2CEW7D, B, 4, -20, -7, -6
ELP9SJ, R, 3, -20, -7, -6
5AYWAI, R, 2, -7, -7, -6
G7O2HR, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
G7O2HR, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
G7O2HR, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
G7O2HR, R, 3, -20, -7, -6
5AYWAI, R, 2, -7, -7, -6
IXY4HG, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
IXY4HG, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
IXY4HG, B, 3, -6, -7, -6
43U9M0, G, 4, -6, -7, -6
IXY4HG, B, 3, -6, -7, -6
43U9M0, R, 4, -7, -7, -6
IXY4HG, B, 3, -7, -7, -6
5AYWAI, R, 2, -7, -7, -6
IXY4HG, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
IXY4HG, R, 3, -20, -7, -6
5AYWAI, R, 2, -7, -7, -6
JXYE8L, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
JXYE8L, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
JXYE8L, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
JXYE8L, R, 3, -20, -7, -6
5AYWAI, R, 2, -7, -7, -6
L8DRCP, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
L8DRCP, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
L8DRCP, R, 3, inf, -7, -6
2ZRX9U, B, 4, -20, -7, -6
L8DRCP, R, 3, -20, -7, -6
5AYWAI, R, 2, -7, -7, -6
RZ95L2, B, 3, inf, -7, -6
2ZRX9U, B, 4, -6, -7, -6
RZ95L2, B, 3, -6, -7, -6
2ZRX9U, G, 4, -6, -7, -6
RZ95L2, B, 3, -6, -7, -6
7WSMSQ, G, 4, -6, -7, -6
RZ95L2, B, 3, -6, -7, -6
7WSMSQ, R, 4, -7, -7, -6
RZ95L2, B, 3, -7, -7, -6
5AYWAI, R, 2, -7, -7, -6
RZ95L2, G, 3, inf, -7, -6
2ZRX9U, B, 4, -17, -7, -6
RZ95L2, G, 3, -17, -7, -6
5AYWAI, R, 2, -7, -7, -6
RUNAZU, B, 1, -7, -7, -6
6CQPFB, G, 0, -7, -7, inf
RUNAZU, G, 1, inf, -7, inf
2ZRX9U, B, 2, -inf, -7, inf
5AYWAI, R, 3, inf, -7, inf
86JV6B, B, 4, -30, -7, inf
5AYWAI, R, 3, -30, -7, inf
2ZRX9U, B, 2, -30, -7, inf
86JV6B, B, 3, inf, -7, inf
5AYWAI, R, 4, -17, -7, inf
86JV6B, B, 3, -17, -7, inf
2ZRX9U, B, 2, -17, -7, inf
86JV6B, R, 3, inf, -7, inf
5AYWAI, R, 4, -31, -7, inf
86JV6B, R, 3, -31, -7, inf
2ZRX9U, B, 2, -17, -7, inf
CVLHGR, G, 3, inf, -7, inf
5AYWAI, R, 4, -28, -7, inf
CVLHGR, G, 3, -28, -7, inf
2ZRX9U, B, 2, -17, -7, inf
DDYDZ4, G, 3, inf, -7, inf
5AYWAI, R, 4, -28, -7, inf
DDYDZ4, G, 3, -28, -7, inf
2ZRX9U, B, 2, -17, -7, inf
DDYDZ4, R, 3, inf, -7, inf
5AYWAI, R, 4, -31, -7, inf
DDYDZ4, R, 3, -31, -7, inf
2ZRX9U, B, 2, -17, -7, inf
ELP9SJ, B, 3, inf, -7, inf
2CEW7D, G, 4, -16, -7, inf
ELP9SJ, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
ELP9SJ, R, 3, inf, -7, inf
2CEW7D, B, 4, -30, -7, inf
ELP9SJ, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
G7O2HR, B, 3, inf, -7, inf
5AYWAI, R, 4, -17, -7, inf
G7O2HR, B, 3, -17, -7, inf
2ZRX9U, B, 2, -16, -7, inf
G7O2HR, R, 3, inf, -7, inf
5AYWAI, R, 4, -31, -7, inf
G7O2HR, R, 3, -31, -7, inf
2ZRX9U, B, 2, -16, -7, inf
IXY4HG, B, 3, inf, -7, inf
43U9M0, G, 4, -16, -7, inf
IXY4HG, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
IXY4HG, R, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
IXY4HG, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
JXYE8L, R, 3, inf, -7, inf
5AYWAI, R, 4, -31, -7, inf
JXYE8L, R, 3, -31, -7, inf
2ZRX9U, B, 2, -16, -7, inf
L8DRCP, B, 3, inf, -7, inf
43U9M0, G, 4, -16, -7, inf
L8DRCP, B, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
L8DRCP, R, 3, inf, -7, inf
43U9M0, B, 4, -30, -7, inf
L8DRCP, R, 3, -30, -7, inf
2ZRX9U, B, 2, -16, -7, inf
R6J76S, G, 3, inf, -7, inf
5AYWAI, R, 4, -28, -7, inf
R6J76S, G, 3, -28, -7, inf
2ZRX9U, B, 2, -16, -7, inf
R6J76S, R, 3, inf, -7, inf
5AYWAI, R, 4, -31, -7, inf
R6J76S, R, 3, -31, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RZ95L2, B, 3, inf, -7, inf
5AYWAI, R, 4, -17, -7, inf
RZ95L2, B, 3, -17, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RZ95L2, G, 3, inf, -7, inf
5AYWAI, R, 4, -28, -7, inf
RZ95L2, G, 3, -28, -7, inf
2ZRX9U, B, 2, -16, -7, inf
RUNAZU, G, 1, -16, -7, inf
6CQPFB, G, 0, -7, -7, inf
RZ95L2, B, 1, inf, -7, inf
2ZRX9U, B, 2, -inf, -7, inf
5AYWAI, G, 3, inf, -7, inf
7WSMSQ, G, 4, -16, -7, inf
5AYWAI, G, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
5AYWAI, R, 3, inf, -7, inf
7WSMSQ, G, 4, -19, -7, inf
5AYWAI, R, 3, -19, -7, inf
2ZRX9U, B, 2, -16, -7, inf
7WSMSQ, G, 3, inf, -7, inf
5AYWAI, G, 4, -16, -7, inf
7WSMSQ, G, 3, -16, -7, inf
2ZRX9U, B, 2, -16, -7, inf
7WSMSQ, R, 3, inf, -7, inf
5AYWAI, G, 4, -19, -7, inf
7WSMSQ, R, 3, -19, -7, inf
2ZRX9U, B, 2, -16, -7, inf
86JV6B, B, 3, inf, -7, inf
5AYWAI, G, 4, -5, -7, inf
86JV6B, B, 3, -5, -7, -5
5AYWAI, R, 4, -6, -7, -5
86JV6B, B, 3, -6, -7, -6
7WSMSQ, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
7WSMSQ, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
CVLHGR, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
DDYDZ4, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
DDYDZ4, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
ELP9SJ, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
IXY4HG, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
J37AP6, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
J37AP6, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
JXYE8L, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
JXYE8L, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
R6J76S, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
R6J76S, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
RDPCLS, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
RDPCLS, R, 4, -6, -7, -6
86JV6B, B, 3, -6, -7, -6
RUNAZU, B, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
RUNAZU, G, 4, -5, -7, -6
86JV6B, B, 3, -6, -7, -6
2ZRX9U, B, 2, -6, -6, inf
86JV6B, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
86JV6B, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
CVLHGR, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
CVLHGR, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
DDYDZ4, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
DDYDZ4, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
DDYDZ4, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
DDYDZ4, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
IXY4HG, B, 3, inf, -6, inf
43U9M0, G, 4, -5, -6, inf
IXY4HG, B, 3, -5, -6, -5
43U9M0, R, 4, -6, -6, -5
IXY4HG, B, 3, -6, -6, -5
2ZRX9U, B, 2, -6, -6, inf
IXY4HG, R, 3, inf, -6, inf
43U9M0, B, 4, -19, -6, inf
IXY4HG, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
J37AP6, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
J37AP6, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
J37AP6, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
J37AP6, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
JXYE8L, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
JXYE8L, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
JXYE8L, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
JXYE8L, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
R6J76S, G, 3, inf, -6, inf
5AYWAI, G, 4, -16, -6, inf
R6J76S, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
R6J76S, R, 3, inf, -6, inf
5AYWAI, G, 4, -19, -6, inf
R6J76S, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
RDPCLS, G, 3, inf, -6, inf
43U9M0, B, 4, -16, -6, inf
RDPCLS, G, 3, -16, -6, inf
2ZRX9U, B, 2, -6, -6, inf
RDPCLS, R, 3, inf, -6, inf
43U9M0, B, 4, -19, -6, inf
RDPCLS, R, 3, -19, -6, inf
2ZRX9U, B, 2, -6, -6, inf
RUNAZU, B, 3, inf, -6, inf
5AYWAI, G, 4, -5, -6, inf
RUNAZU, B, 3, -5, -6, -5
5AYWAI, R, 4, -6, -6, -5
RUNAZU, B, 3, -6, -6, -5
2ZRX9U, B, 2, -6, -6, inf
RUNAZU, G, 3, inf, -6, inf
5AYWAI, R, 4, -17, -6, inf
RUNAZU, G, 3, -17, -6, inf
2ZRX9U, B, 2, -6, -6, inf
RZ95L2, B, 1, -6, -7, -6
2ZRX9U, G, 2, -inf, -7, -6
5AYWAI, B, 3, inf, -7, -6
7WSMSQ, G, 4, -5, -7, -6
5AYWAI, B, 3, -5, -7, -6
7WSMSQ, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
86JV6B, B, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
86JV6B, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
CVLHGR, B, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
DDYDZ4, B, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
DDYDZ4, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
IXY4HG, B, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
IXY4HG, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
J37AP6, G, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
J37AP6, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
JXYE8L, B, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
JXYE8L, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
R6J76S, B, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
R6J76S, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
RDPCLS, G, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
RDPCLS, R, 4, -6, -7, -6
5AYWAI, B, 3, -6, -7, -6
RUNAZU, G, 4, -5, -7, -6
5AYWAI, B, 3, -6, -7, -6
2ZRX9U, G, 2, -6, -7, -6
RZ95L2, B, 1, -6, -7, -6
7WSMSQ, G, 2, -inf, -7, -6
2ZRX9U, B, 3, inf, -7, -6
5AYWAI, G, 4, -5, -7, -6
