5FE1OE, G, 0, -inf, -inf, inf
4X7F6M, B, 3, 2, -inf, 0
SSLKLM, G, 4, 10, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
SSLKLM, P, 4, 6, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
SSLKLM, Y, 4, 2, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
UB9JUO, B, 4, 11, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
UB9JUO, P, 4, 6, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
UB9JUO, Y, 4, 2, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
YNARY8, B, 4, 11, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
YNARY8, G, 4, 10, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
YNARY8, P, 4, 6, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
YNARY8, Y, 4, 2, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
ZQLVDY, B, 4, 11, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
ZQLVDY, G, 4, 10, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
ZQLVDY, P, 4, 6, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
ZQLVDY, Y, 4, 2, -inf, 0
4X7F6M, B, 3, 2, -inf, 0
79JY8A, R, 2, 2, -inf, 0
M7EGKH, B, 1, 0, -inf, 0
79JY8A, Y, 2, -inf, -inf, 0
4X7F6M, B, 3, inf, -inf, 0
96Y3RZ, G, 4, 4, -inf, 0
4X7F6M, B, 3, 4, -inf, 0
96Y3RZ, P, 4, 0, -inf, 0
4X7F6M, B, 3, 0, -inf, 0
96Y3RZ, R, 4, 2, -inf, 0
4X7F6M, B, 3, 0, -inf, 0
96Y3RZ, Y, 4, -4, -inf, 0
4X7F6M, B, 3, -4, -inf, -4
9708QA, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
9708QA, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
9708QA, R, 4, 2, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
9708QA, Y, 4, -4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
APNFUQ, B, 4, 5, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
APNFUQ, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
APNFUQ, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
APNFUQ, R, 4, 2, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
FMCQUW, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
FMCQUW, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
FMCQUW, R, 4, 2, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
FMCQUW, Y, 4, -4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
M5TTVM, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
M5TTVM, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
M5TTVM, R, 4, 2, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
M5TTVM, Y, 4, -4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
QPIXA6, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
QPIXA6, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
QPIXA6, R, 4, 2, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
QPIXA6, Y, 4, -4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
SSLKLM, B, 4, 5, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
SSLKLM, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
SSLKLM, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
SSLKLM, Y, 4, -4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
UB9JUO, B, 4, 5, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
UB9JUO, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
YNARY8, B, 4, 5, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
YNARY8, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
YNARY8, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
YNARY8, R, 4, 2, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
ZQLVDY, B, 4, 5, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
ZQLVDY, G, 4, 4, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
ZQLVDY, P, 4, 0, -inf, -4
4X7F6M, B, 3, -4, -inf, -4
79JY8A, Y, 2, -4, -4, 0
4X7F6M, G, 3, inf, -4, 0
96Y3RZ, G, 4, -6, -4, 0
4X7F6M, G, 3, -6, -4, 0
79JY8A, Y, 2, -4, -4, 0
4X7F6M, P, 3, inf, -4, 0
96Y3RZ, G, 4, 1, -4, 0
4X7F6M, P, 3, 1, -4, 0
96Y3RZ, P, 4, -3, -4, 0
4X7F6M, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
4X7F6M, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
4X7F6M, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
4X7F6M, R, 3, inf, -4, 0
96Y3RZ, G, 4, -11, -4, 0
4X7F6M, R, 3, -11, -4, 0
79JY8A, Y, 2, -4, -4, 0
96Y3RZ, G, 3, inf, -4, 0
1OZ1WH, B, 4, -5, -4, 0
96Y3RZ, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
96Y3RZ, P, 3, inf, -4, 0
1OZ1WH, B, 4, 2, -4, 0
96Y3RZ, P, 3, 2, -4, 0
1OZ1WH, G, 4, 1, -4, 0
96Y3RZ, P, 3, 1, -4, 0
1OZ1WH, R, 4, -1, -4, 0
96Y3RZ, P, 3, -1, -4, -1
1OZ1WH, Y, 4, -7, -4, -1
96Y3RZ, P, 3, -7, -4, -1
79JY8A, Y, 2, -4, -4, 0
96Y3RZ, R, 3, inf, -4, 0
1OZ1WH, B, 4, -10, -4, 0
96Y3RZ, R, 3, -10, -4, 0
79JY8A, Y, 2, -4, -4, 0
96Y3RZ, Y, 3, inf, -4, 0
1OZ1WH, B, 4, -4, -4, 0
96Y3RZ, Y, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
9708QA, G, 3, inf, -4, 0
4X7F6M, B, 4, -5, -4, 0
9708QA, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
9708QA, P, 3, inf, -4, 0
4X7F6M, B, 4, 2, -4, 0
9708QA, P, 3, 2, -4, 0
4X7F6M, G, 4, 1, -4, 0
9708QA, P, 3, 1, -4, 0
4X7F6M, P, 4, -3, -4, 0
9708QA, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
9708QA, P, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
9708QA, P, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
9708QA, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
9708QA, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
9708QA, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
9708QA, R, 3, inf, -4, 0
4X7F6M, B, 4, -10, -4, 0
9708QA, R, 3, -10, -4, 0
79JY8A, Y, 2, -4, -4, 0
9708QA, Y, 3, inf, -4, 0
4X7F6M, B, 4, -4, -4, 0
9708QA, Y, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
APNFUQ, B, 3, inf, -4, 0
4X7F6M, B, 4, 5, -4, 0
APNFUQ, B, 3, 5, -4, 0
4X7F6M, G, 4, 4, -4, 0
APNFUQ, B, 3, 4, -4, 0
4X7F6M, P, 4, 0, -4, 0
APNFUQ, B, 3, 0, -4, 0
4X7F6M, R, 4, 2, -4, 0
APNFUQ, B, 3, 0, -4, 0
96Y3RZ, G, 4, 4, -4, 0
APNFUQ, B, 3, 0, -4, 0
96Y3RZ, P, 4, 0, -4, 0
APNFUQ, B, 3, 0, -4, 0
96Y3RZ, R, 4, 2, -4, 0
APNFUQ, B, 3, 0, -4, 0
96Y3RZ, Y, 4, -4, -4, 0
APNFUQ, B, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
APNFUQ, G, 3, inf, -4, 0
4X7F6M, B, 4, -5, -4, 0
APNFUQ, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
APNFUQ, P, 3, inf, -4, 0
4X7F6M, B, 4, 2, -4, 0
APNFUQ, P, 3, 2, -4, 0
4X7F6M, G, 4, 1, -4, 0
APNFUQ, P, 3, 1, -4, 0
4X7F6M, P, 4, -3, -4, 0
APNFUQ, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
APNFUQ, P, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
APNFUQ, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
APNFUQ, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
APNFUQ, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
APNFUQ, R, 3, inf, -4, 0
4X7F6M, B, 4, -10, -4, 0
APNFUQ, R, 3, -10, -4, 0
79JY8A, Y, 2, -4, -4, 0
FMCQUW, G, 3, inf, -4, 0
1OZ1WH, B, 4, -5, -4, 0
FMCQUW, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
FMCQUW, P, 3, inf, -4, 0
1OZ1WH, B, 4, 2, -4, 0
FMCQUW, P, 3, 2, -4, 0
1OZ1WH, G, 4, 1, -4, 0
FMCQUW, P, 3, 1, -4, 0
1OZ1WH, R, 4, -1, -4, 0
FMCQUW, P, 3, -1, -4, -1
1OZ1WH, Y, 4, -7, -4, -1
FMCQUW, P, 3, -7, -4, -1
79JY8A, Y, 2, -4, -4, 0
FMCQUW, R, 3, inf, -4, 0
1OZ1WH, B, 4, -10, -4, 0
FMCQUW, R, 3, -10, -4, 0
79JY8A, Y, 2, -4, -4, 0
FMCQUW, Y, 3, inf, -4, 0
1OZ1WH, B, 4, -4, -4, 0
FMCQUW, Y, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
QPIXA6, G, 3, inf, -4, 0
4X7F6M, B, 4, -5, -4, 0
QPIXA6, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
QPIXA6, P, 3, inf, -4, 0
4X7F6M, B, 4, 2, -4, 0
QPIXA6, P, 3, 2, -4, 0
4X7F6M, G, 4, 1, -4, 0
QPIXA6, P, 3, 1, -4, 0
4X7F6M, P, 4, -3, -4, 0
QPIXA6, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
QPIXA6, P, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
QPIXA6, P, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
QPIXA6, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
QPIXA6, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
QPIXA6, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
QPIXA6, R, 3, inf, -4, 0
4X7F6M, B, 4, -10, -4, 0
QPIXA6, R, 3, -10, -4, 0
79JY8A, Y, 2, -4, -4, 0
QPIXA6, Y, 3, inf, -4, 0
4X7F6M, B, 4, -4, -4, 0
QPIXA6, Y, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
SSLKLM, B, 3, inf, -4, 0
1OZ1WH, G, 4, 4, -4, 0
SSLKLM, B, 3, 4, -4, 0
1OZ1WH, P, 4, 0, -4, 0
SSLKLM, B, 3, 0, -4, 0
1OZ1WH, R, 4, 2, -4, 0
SSLKLM, B, 3, 0, -4, 0
1OZ1WH, Y, 4, -4, -4, 0
SSLKLM, B, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
SSLKLM, G, 3, inf, -4, 0
1OZ1WH, B, 4, -5, -4, 0
SSLKLM, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
SSLKLM, P, 3, inf, -4, 0
1OZ1WH, B, 4, 2, -4, 0
SSLKLM, P, 3, 2, -4, 0
1OZ1WH, G, 4, 1, -4, 0
SSLKLM, P, 3, 1, -4, 0
1OZ1WH, R, 4, -1, -4, 0
SSLKLM, P, 3, -1, -4, -1
1OZ1WH, Y, 4, -7, -4, -1
SSLKLM, P, 3, -7, -4, -1
79JY8A, Y, 2, -4, -4, 0
SSLKLM, Y, 3, inf, -4, 0
1OZ1WH, B, 4, -4, -4, 0
SSLKLM, Y, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
UB9JUO, B, 3, inf, -4, 0
4X7F6M, B, 4, 5, -4, 0
UB9JUO, B, 3, 5, -4, 0
4X7F6M, G, 4, 4, -4, 0
UB9JUO, B, 3, 4, -4, 0
4X7F6M, P, 4, 0, -4, 0
UB9JUO, B, 3, 0, -4, 0
4X7F6M, R, 4, 2, -4, 0
UB9JUO, B, 3, 0, -4, 0
96Y3RZ, G, 4, 4, -4, 0
UB9JUO, B, 3, 0, -4, 0
96Y3RZ, P, 4, 0, -4, 0
UB9JUO, B, 3, 0, -4, 0
96Y3RZ, R, 4, 2, -4, 0
UB9JUO, B, 3, 0, -4, 0
96Y3RZ, Y, 4, -4, -4, 0
UB9JUO, B, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
UB9JUO, P, 3, inf, -4, 0
4X7F6M, B, 4, 2, -4, 0
UB9JUO, P, 3, 2, -4, 0
4X7F6M, G, 4, 1, -4, 0
UB9JUO, P, 3, 1, -4, 0
4X7F6M, P, 4, -3, -4, 0
UB9JUO, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
UB9JUO, P, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
UB9JUO, P, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
UB9JUO, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
UB9JUO, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
UB9JUO, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
YNARY8, B, 3, inf, -4, 0
4X7F6M, B, 4, 5, -4, 0
YNARY8, B, 3, 5, -4, 0
4X7F6M, G, 4, 4, -4, 0
YNARY8, B, 3, 4, -4, 0
4X7F6M, P, 4, 0, -4, 0
YNARY8, B, 3, 0, -4, 0
4X7F6M, R, 4, 2, -4, 0
YNARY8, B, 3, 0, -4, 0
96Y3RZ, G, 4, 4, -4, 0
YNARY8, B, 3, 0, -4, 0
96Y3RZ, P, 4, 0, -4, 0
YNARY8, B, 3, 0, -4, 0
96Y3RZ, R, 4, 2, -4, 0
YNARY8, B, 3, 0, -4, 0
96Y3RZ, Y, 4, -4, -4, 0
YNARY8, B, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
YNARY8, G, 3, inf, -4, 0
4X7F6M, B, 4, -5, -4, 0
YNARY8, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
YNARY8, P, 3, inf, -4, 0
4X7F6M, B, 4, 2, -4, 0
YNARY8, P, 3, 2, -4, 0
4X7F6M, G, 4, 1, -4, 0
YNARY8, P, 3, 1, -4, 0
4X7F6M, P, 4, -3, -4, 0
YNARY8, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
YNARY8, P, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
YNARY8, P, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
YNARY8, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
YNARY8, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
YNARY8, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
YNARY8, R, 3, inf, -4, 0
4X7F6M, B, 4, -10, -4, 0
YNARY8, R, 3, -10, -4, 0
79JY8A, Y, 2, -4, -4, 0
ZQLVDY, B, 3, inf, -4, 0
4X7F6M, B, 4, 5, -4, 0
ZQLVDY, B, 3, 5, -4, 0
4X7F6M, G, 4, 4, -4, 0
ZQLVDY, B, 3, 4, -4, 0
4X7F6M, P, 4, 0, -4, 0
ZQLVDY, B, 3, 0, -4, 0
4X7F6M, R, 4, 2, -4, 0
ZQLVDY, B, 3, 0, -4, 0
96Y3RZ, G, 4, 4, -4, 0
ZQLVDY, B, 3, 0, -4, 0
96Y3RZ, P, 4, 0, -4, 0
ZQLVDY, B, 3, 0, -4, 0
96Y3RZ, R, 4, 2, -4, 0
ZQLVDY, B, 3, 0, -4, 0
96Y3RZ, Y, 4, -4, -4, 0
ZQLVDY, B, 3, -4, -4, 0
79JY8A, Y, 2, -4, -4, 0
ZQLVDY, G, 3, inf, -4, 0
4X7F6M, B, 4, -5, -4, 0
ZQLVDY, G, 3, -5, -4, 0
79JY8A, Y, 2, -4, -4, 0
ZQLVDY, P, 3, inf, -4, 0
4X7F6M, B, 4, 2, -4, 0
ZQLVDY, P, 3, 2, -4, 0
4X7F6M, G, 4, 1, -4, 0
ZQLVDY, P, 3, 1, -4, 0
4X7F6M, P, 4, -3, -4, 0
ZQLVDY, P, 3, -3, -4, -3
4X7F6M, R, 4, -1, -4, -3
ZQLVDY, P, 3, -3, -4, -3
96Y3RZ, G, 4, 1, -4, -3
ZQLVDY, P, 3, -3, -4, -3
96Y3RZ, P, 4, -3, -4, -3
ZQLVDY, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
ZQLVDY, P, 3, -3, -4, -3
96Y3RZ, Y, 4, -7, -4, -3
ZQLVDY, P, 3, -7, -4, -3
79JY8A, Y, 2, -4, -4, 0
M7EGKH, B, 1, -4, -inf, -4
96Y3RZ, G, 2, -inf, -inf, -4
1OZ1WH, B, 3, inf, -inf, -4
79JY8A, G, 4, 12, -inf, -4
1OZ1WH, B, 3, 12, -inf, -4
79JY8A, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 8, -inf, -4
79JY8A, R, 4, 10, -inf, -4
1OZ1WH, B, 3, 8, -inf, -4
79JY8A, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
9708QA, G, 4, 12, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
9708QA, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
9708QA, R, 4, 10, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
9708QA, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
APNFUQ, B, 4, 13, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
APNFUQ, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
APNFUQ, R, 4, 10, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
APNFUQ, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
FMCQUW, G, 4, 12, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
FMCQUW, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
FMCQUW, R, 4, 10, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
FMCQUW, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
QPIXA6, G, 4, 12, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
QPIXA6, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
QPIXA6, R, 4, 10, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
QPIXA6, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
SSLKLM, G, 4, 12, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
SSLKLM, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
SSLKLM, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
UB9JUO, B, 4, 13, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
UB9JUO, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
UB9JUO, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
ZQLVDY, B, 4, 13, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
ZQLVDY, G, 4, 12, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
ZQLVDY, P, 4, 8, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
ZQLVDY, Y, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
96Y3RZ, G, 2, 4, -inf, -4
M7EGKH, B, 1, -4, -inf, -4
96Y3RZ, P, 2, -inf, -inf, -4
1OZ1WH, B, 3, inf, -inf, -4
79JY8A, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 8, -inf, -4
79JY8A, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
79JY8A, R, 4, 6, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
79JY8A, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
9708QA, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
9708QA, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
9708QA, R, 4, 6, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
9708QA, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
APNFUQ, B, 4, 9, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
APNFUQ, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
APNFUQ, R, 4, 6, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
APNFUQ, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
FMCQUW, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
FMCQUW, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
FMCQUW, R, 4, 6, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
FMCQUW, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
QPIXA6, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
QPIXA6, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
QPIXA6, R, 4, 6, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
QPIXA6, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
SSLKLM, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
SSLKLM, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
SSLKLM, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
UB9JUO, B, 4, 9, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
UB9JUO, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
UB9JUO, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
ZQLVDY, B, 4, 9, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
ZQLVDY, G, 4, 8, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
ZQLVDY, P, 4, 4, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
ZQLVDY, Y, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
96Y3RZ, P, 2, 0, -inf, -4
M7EGKH, B, 1, -4, -inf, -4
96Y3RZ, R, 2, -inf, -inf, -4
1OZ1WH, B, 3, inf, -inf, -4
79JY8A, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 10, -inf, -4
79JY8A, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 6, -inf, -4
79JY8A, R, 4, 8, -inf, -4
1OZ1WH, B, 3, 6, -inf, -4
79JY8A, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
9708QA, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
9708QA, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
9708QA, R, 4, 8, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
9708QA, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
APNFUQ, B, 4, 11, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
APNFUQ, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
APNFUQ, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
APNFUQ, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
FMCQUW, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
FMCQUW, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
FMCQUW, R, 4, 8, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
FMCQUW, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
QPIXA6, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
QPIXA6, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
QPIXA6, R, 4, 8, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
QPIXA6, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
SSLKLM, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
SSLKLM, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
SSLKLM, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
UB9JUO, B, 4, 11, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
UB9JUO, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
UB9JUO, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
ZQLVDY, B, 4, 11, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
ZQLVDY, G, 4, 10, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
ZQLVDY, P, 4, 6, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
ZQLVDY, Y, 4, 2, -inf, -4
1OZ1WH, B, 3, 2, -inf, -4
96Y3RZ, R, 2, 2, -inf, -4
M7EGKH, B, 1, -4, -inf, -4
96Y3RZ, Y, 2, -inf, -inf, -4
1OZ1WH, B, 3, inf, -inf, -4
79JY8A, G, 4, 4, -inf, -4
1OZ1WH, B, 3, 4, -inf, -4
79JY8A, P, 4, 0, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
79JY8A, R, 4, 2, -inf, -4
1OZ1WH, B, 3, 0, -inf, -4
79JY8A, Y, 4, -4, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
9708QA, G, 4, 4, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
9708QA, P, 4, 0, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
9708QA, R, 4, 2, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
9708QA, Y, 4, -4, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
APNFUQ, B, 4, 5, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
APNFUQ, G, 4, 4, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
APNFUQ, P, 4, 0, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
APNFUQ, R, 4, 2, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
FMCQUW, G, 4, 4, -inf, -4
1OZ1WH, B, 3, -4, -inf, -4
