6XIYSR, G, 0, -inf, -inf, inf
X0OYLO, R, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
ZZXXNN, B, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
ZZXXNN, B, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
ZZXXNN, R, 3, inf, 0, inf
74W1GW, G, 4, -11, 0, inf
ZZXXNN, R, 3, -11, 0, inf
5T5FB6, B, 2, 0, 0, inf
K2UCHL, G, 1, 0, -16, 0
5T5FB6, R, 2, -inf, -16, 0
74W1GW, B, 3, inf, -16, 0
9KY7VW, B, 4, -5, -16, 0
74W1GW, B, 3, -5, -16, -5
9KY7VW, R, 4, -10, -16, -5
74W1GW, B, 3, -10, -16, -10
9NVS33, B, 4, -5, -16, -10
74W1GW, B, 3, -10, -16, -10
9NVS33, R, 4, -10, -16, -10
74W1GW, B, 3, -10, -16, -10
F4P832, B, 4, -5, -16, -10
74W1GW, B, 3, -10, -16, -10
F4P832, G, 4, -16, -16, -10
74W1GW, B, 3, -16, -16, -10
5T5FB6, R, 2, -16, -16, 0
74W1GW, G, 3, inf, -16, 0
9KY7VW, B, 4, 6, -16, 0
74W1GW, G, 3, 6, -16, 0
9KY7VW, R, 4, 1, -16, 0
74W1GW, G, 3, 1, -16, 0
9NVS33, B, 4, 6, -16, 0
74W1GW, G, 3, 1, -16, 0
9NVS33, R, 4, 1, -16, 0
74W1GW, G, 3, 1, -16, 0
F4P832, B, 4, 6, -16, 0
74W1GW, G, 3, 1, -16, 0
F4P832, G, 4, -5, -16, 0
74W1GW, G, 3, -5, -16, -5
HUGCH7, B, 4, 6, -16, -5
74W1GW, G, 3, -5, -16, -5
K43M77, B, 4, 6, -16, -5
74W1GW, G, 3, -5, -16, -5
QU7WBN, B, 4, 6, -16, -5
74W1GW, G, 3, -5, -16, -5
QU7WBN, G, 4, -5, -16, -5
74W1GW, G, 3, -5, -16, -5
X0OYLO, B, 4, 6, -16, -5
74W1GW, G, 3, -5, -16, -5
X0OYLO, G, 4, -5, -16, -5
74W1GW, G, 3, -5, -16, -5
ZZXXNN, B, 4, 6, -16, -5
74W1GW, G, 3, -5, -16, -5
ZZXXNN, R, 4, 1, -16, -5
74W1GW, G, 3, -5, -16, -5
5T5FB6, R, 2, -5, -5, 0
9KY7VW, B, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
9KY7VW, B, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
9KY7VW, R, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
9KY7VW, R, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
9NVS33, B, 3, inf, -5, 0
2GZ2EK, G, 4, -16, -5, 0
9NVS33, B, 3, -16, -5, 0
5T5FB6, R, 2, -5, -5, 0
9NVS33, R, 3, inf, -5, 0
2GZ2EK, B, 4, -5, -5, 0
9NVS33, R, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
F4P832, B, 3, inf, -5, 0
3WSZG0, G, 4, -16, -5, 0
F4P832, B, 3, -16, -5, 0
5T5FB6, R, 2, -5, -5, 0
F4P832, G, 3, inf, -5, 0
3WSZG0, B, 4, 6, -5, 0
F4P832, G, 3, 6, -5, 0
3WSZG0, R, 4, 1, -5, 0
F4P832, G, 3, 1, -5, 0
74W1GW, B, 4, 6, -5, 0
F4P832, G, 3, 1, -5, 0
74W1GW, G, 4, -5, -5, 0
F4P832, G, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
HUGCH7, B, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
HUGCH7, B, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
K43M77, B, 3, inf, -5, 0
2GZ2EK, G, 4, -16, -5, 0
K43M77, B, 3, -16, -5, 0
5T5FB6, R, 2, -5, -5, 0
QU7WBN, B, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
QU7WBN, B, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
QU7WBN, G, 3, inf, -5, 0
74W1GW, B, 4, 6, -5, 0
QU7WBN, G, 3, 6, -5, 0
74W1GW, G, 4, -5, -5, 0
QU7WBN, G, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
X0OYLO, B, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
X0OYLO, B, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
X0OYLO, G, 3, inf, -5, 0
74W1GW, B, 4, 6, -5, 0
X0OYLO, G, 3, 6, -5, 0
74W1GW, G, 4, -5, -5, 0
X0OYLO, G, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
ZZXXNN, B, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
ZZXXNN, B, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
ZZXXNN, R, 3, inf, -5, 0
74W1GW, B, 4, -5, -5, 0
ZZXXNN, R, 3, -5, -5, 0
5T5FB6, R, 2, -5, -5, 0
K2UCHL, G, 1, -5, -16, -5
9KY7VW, B, 2, -inf, -16, -5
5T5FB6, B, 3, inf, -16, -5
74W1GW, G, 4, -11, -16, -5
5T5FB6, B, 3, -11, -16, -11
74W1GW, R, 4, -5, -16, -11
5T5FB6, B, 3, -11, -16, -11
9NVS33, B, 4, 0, -16, -11
5T5FB6, B, 3, -11, -16, -11
9NVS33, R, 4, -5, -16, -11
5T5FB6, B, 3, -11, -16, -11
F4P832, B, 4, 0, -16, -11
5T5FB6, B, 3, -11, -16, -11
F4P832, G, 4, -11, -16, -11
5T5FB6, B, 3, -11, -16, -11
HUGCH7, B, 4, 0, -16, -11
5T5FB6, B, 3, -11, -16, -11
K43M77, R, 4, -5, -16, -11
5T5FB6, B, 3, -11, -16, -11
QU7WBN, G, 4, -11, -16, -11
5T5FB6, B, 3, -11, -16, -11
QU7WBN, R, 4, -5, -16, -11
5T5FB6, B, 3, -11, -16, -11
X0OYLO, G, 4, -11, -16, -11
5T5FB6, B, 3, -11, -16, -11
X0OYLO, R, 4, -5, -16, -11
5T5FB6, B, 3, -11, -16, -11
ZZXXNN, B, 4, 0, -16, -11
5T5FB6, B, 3, -11, -16, -11
ZZXXNN, R, 4, -5, -16, -11
5T5FB6, B, 3, -11, -16, -11
9KY7VW, B, 2, -11, -11, -5
5T5FB6, R, 3, inf, -11, -5
74W1GW, B, 4, 0, -11, -5
5T5FB6, R, 3, 0, -11, -5
74W1GW, G, 4, -11, -11, -5
5T5FB6, R, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
9NVS33, B, 3, inf, -11, -5
2GZ2EK, G, 4, -11, -11, -5
9NVS33, B, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
9NVS33, R, 3, inf, -11, -5
2GZ2EK, B, 4, 0, -11, -5
9NVS33, R, 3, 0, -11, -5
2GZ2EK, G, 4, -11, -11, -5
9NVS33, R, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
F4P832, B, 3, inf, -11, -5
3WSZG0, G, 4, -11, -11, -5
F4P832, B, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
F4P832, G, 3, inf, -11, -5
3WSZG0, B, 4, 11, -11, -5
F4P832, G, 3, 11, -11, -5
3WSZG0, R, 4, 6, -11, -5
F4P832, G, 3, 6, -11, -5
5T5FB6, B, 4, 11, -11, -5
F4P832, G, 3, 6, -11, -5
5T5FB6, R, 4, 6, -11, -5
F4P832, G, 3, 6, -11, -5
9NVS33, B, 4, 11, -11, -5
F4P832, G, 3, 6, -11, -5
9NVS33, R, 4, 6, -11, -5
F4P832, G, 3, 6, -11, -5
HUGCH7, B, 4, 11, -11, -5
F4P832, G, 3, 6, -11, -5
K43M77, B, 4, 11, -11, -5
F4P832, G, 3, 6, -11, -5
K43M77, R, 4, 6, -11, -5
F4P832, G, 3, 6, -11, -5
ZZXXNN, B, 4, 11, -11, -5
F4P832, G, 3, 6, -11, -5
ZZXXNN, R, 4, 6, -11, -5
F4P832, G, 3, 6, -11, -5
9KY7VW, B, 2, 6, -11, -5
K2UCHL, G, 1, -5, -16, -5
9KY7VW, R, 2, -inf, -16, -5
5T5FB6, B, 3, inf, -16, -5
74W1GW, G, 4, -16, -16, -5
5T5FB6, B, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
5T5FB6, R, 3, inf, -16, -5
74W1GW, B, 4, -5, -16, -5
5T5FB6, R, 3, -5, -16, -5
74W1GW, G, 4, -16, -16, -5
5T5FB6, R, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
9NVS33, B, 3, inf, -16, -5
2GZ2EK, G, 4, -16, -16, -5
9NVS33, B, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
9NVS33, R, 3, inf, -16, -5
2GZ2EK, B, 4, -5, -16, -5
9NVS33, R, 3, -5, -16, -5
2GZ2EK, G, 4, -16, -16, -5
9NVS33, R, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
F4P832, B, 3, inf, -16, -5
3WSZG0, G, 4, -16, -16, -5
F4P832, B, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
F4P832, G, 3, inf, -16, -5
3WSZG0, B, 4, 6, -16, -5
F4P832, G, 3, 6, -16, -5
3WSZG0, R, 4, 1, -16, -5
F4P832, G, 3, 1, -16, -5
5T5FB6, B, 4, 6, -16, -5
F4P832, G, 3, 1, -16, -5
5T5FB6, R, 4, 1, -16, -5
F4P832, G, 3, 1, -16, -5
9NVS33, B, 4, 6, -16, -5
F4P832, G, 3, 1, -16, -5
9NVS33, R, 4, 1, -16, -5
F4P832, G, 3, 1, -16, -5
HUGCH7, B, 4, 6, -16, -5
F4P832, G, 3, 1, -16, -5
K43M77, B, 4, 6, -16, -5
F4P832, G, 3, 1, -16, -5
K43M77, R, 4, 1, -16, -5
F4P832, G, 3, 1, -16, -5
ZZXXNN, B, 4, 6, -16, -5
F4P832, G, 3, 1, -16, -5
ZZXXNN, R, 4, 1, -16, -5
F4P832, G, 3, 1, -16, -5
9KY7VW, R, 2, 1, -16, -5
K2UCHL, G, 1, -5, -16, -5
9NVS33, B, 2, -inf, -16, -5
2GZ2EK, G, 3, inf, -16, -5
3WSZG0, B, 4, 11, -16, -5
2GZ2EK, G, 3, 11, -16, -5
3WSZG0, R, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
5T5FB6, B, 4, 11, -16, -5
2GZ2EK, G, 3, 6, -16, -5
5T5FB6, R, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
9KY7VW, B, 4, 11, -16, -5
2GZ2EK, G, 3, 6, -16, -5
9KY7VW, R, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
F4P832, B, 4, 11, -16, -5
2GZ2EK, G, 3, 6, -16, -5
F4P832, G, 4, 0, -16, -5
2GZ2EK, G, 3, 0, -16, -5
HUGCH7, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
K43M77, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
MIAG3R, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
MIAG3R, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
Q0OK79, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
Q0OK79, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
YHR68H, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
YHR68H, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
ZZXXNN, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
9NVS33, B, 2, 0, -16, -5
K2UCHL, G, 1, -5, -16, -5
9NVS33, R, 2, -inf, -16, -5
2GZ2EK, B, 3, inf, -16, -5
3WSZG0, G, 4, -16, -16, -5
2GZ2EK, B, 3, -16, -16, -5
9NVS33, R, 2, -16, -16, -5
2GZ2EK, G, 3, inf, -16, -5
3WSZG0, B, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
3WSZG0, R, 4, 1, -16, -5
2GZ2EK, G, 3, 1, -16, -5
5T5FB6, B, 4, 6, -16, -5
2GZ2EK, G, 3, 1, -16, -5
5T5FB6, R, 4, 1, -16, -5
2GZ2EK, G, 3, 1, -16, -5
9KY7VW, B, 4, 6, -16, -5
2GZ2EK, G, 3, 1, -16, -5
9KY7VW, R, 4, 1, -16, -5
2GZ2EK, G, 3, 1, -16, -5
F4P832, B, 4, 6, -16, -5
2GZ2EK, G, 3, 1, -16, -5
F4P832, G, 4, -5, -16, -5
2GZ2EK, G, 3, -5, -16, -5
HUGCH7, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
K43M77, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
MIAG3R, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
MIAG3R, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
Q0OK79, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
Q0OK79, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
YHR68H, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
YHR68H, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
ZZXXNN, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
9NVS33, R, 2, -5, -16, -5
K2UCHL, G, 1, -5, -16, -5
F4P832, B, 2, -inf, -16, -5
3WSZG0, G, 3, inf, -16, -5
2GZ2EK, B, 4, 11, -16, -5
3WSZG0, G, 3, 11, -16, -5
2GZ2EK, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
5T5FB6, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
5T5FB6, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
9KY7VW, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
9KY7VW, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
9NVS33, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
9NVS33, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
HUGCH7, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
K43M77, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
K43M77, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
MIAG3R, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
MIAG3R, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
ZZXXNN, B, 4, 11, -16, -5
3WSZG0, G, 3, 6, -16, -5
ZZXXNN, R, 4, 6, -16, -5
3WSZG0, G, 3, 6, -16, -5
F4P832, B, 2, 6, -16, -5
K2UCHL, G, 1, -5, -16, -5
F4P832, G, 2, -inf, -16, -5
3WSZG0, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
3WSZG0, B, 3, -22, -16, -5
F4P832, G, 2, -22, -16, -5
3WSZG0, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
3WSZG0, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
3WSZG0, R, 3, -22, -16, -11
F4P832, G, 2, -22, -16, -5
5T5FB6, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
5T5FB6, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
5T5FB6, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
5T5FB6, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
5T5FB6, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
5T5FB6, R, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
9KY7VW, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
9KY7VW, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
9KY7VW, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
9KY7VW, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
9KY7VW, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
9KY7VW, R, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
9NVS33, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
9NVS33, B, 3, -22, -16, -5
F4P832, G, 2, -16, -16, -5
9NVS33, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
9NVS33, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
9NVS33, R, 3, -22, -16, -11
F4P832, G, 2, -16, -16, -5
HUGCH7, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
HUGCH7, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
HUGCH7, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
K43M77, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
K43M77, B, 3, -22, -16, -5
F4P832, G, 2, -16, -16, -5
K43M77, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
K43M77, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
K43M77, R, 3, -22, -16, -11
F4P832, G, 2, -16, -16, -5
ZZXXNN, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
ZZXXNN, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
ZZXXNN, B, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
ZZXXNN, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
ZZXXNN, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
ZZXXNN, R, 3, -16, -16, -11
F4P832, G, 2, -16, -16, -5
K2UCHL, G, 1, -16, -16, -5
6XIYSR, G, 0, -16, -16, inf
9KY7VW, B, -16
